B01001_001E,B01001B_001E,B01001C_001E,B01001D_001E,B01001E_001E,B01001F_001E,B01001G_001E,B03002_003E,B03002_013E,state,county,tract
4619,27,72,32,17,845,194,628,2804,04,013,422001
4844,573,790,267,22,106,250,1754,1082,04,013,422103
6508,664,240,60,67,804,197,1664,2812,04,013,422106
4341,96,50,67,146,43,84,3425,430,04,013,422212
4085,153,0,224,0,180,131,2568,829,04,013,422307
6425,163,46,38,120,275,265,3711,1807,04,013,422502
7503,114,206,227,0,762,233,3363,2598,04,013,422503
5119,21,108,220,6,211,244,3424,885,04,013,422504
4166,45,41,17,0,159,149,3491,264,04,013,422607
4535,908,326,254,0,90,89,1702,1166,04,013,106701
1417,167,15,78,4,5,110,923,115,04,013,106702
2358,78,29,100,0,27,131,1490,503,04,013,106703
4448,859,157,77,0,53,321,1211,1770,04,013,106801
3830,226,93,102,0,174,209,1577,1449,04,013,106802
3482,232,89,54,0,413,139,2216,339,04,013,107601
3205,168,210,152,0,419,138,1937,181,04,013,107602
3631,0,11,317,0,19,96,2893,295,04,013,108301
3045,11,200,57,7,225,142,2066,337,04,013,108302
2479,33,229,12,9,427,16,1250,503,04,013,108501
3402,140,189,98,0,7,225,2175,568,04,013,108502
5205,486,215,884,0,174,91,455,2900,04,013,109001
4624,985,504,333,14,217,275,571,1725,04,013,109002
4334,440,54,12,93,847,75,1571,1242,04,013,111402
2432,176,23,73,0,66,94,1622,378,04,013,111900
9796,83,70,98,40,4036,891,566,4012,04,013,112503
4555,357,38,30,37,1371,136,335,2251,04,013,112504
2129,189,119,4,0,711,137,299,670,04,013,113202
8773,1665,318,18,16,1886,355,1887,2628,04,013,113700
3723,232,265,9,0,478,128,223,2388,04,013,114500
2372,430,136,67,57,132,224,1212,114,04,013,116711
7614,904,337,714,0,119,822,3873,845,04,013,116712
6128,440,0,240,12,181,610,4126,519,04,013,116713
3029,467,55,69,9,169,146,1611,503,04,013,116718
7166,0,22,94,0,0,17,6595,438,04,013,216818
5432,153,51,42,0,159,77,3911,1039,04,013,217700
3670,65,49,203,4,172,148,2244,785,04,013,318501
3860,58,1,54,28,289,209,3044,177,04,013,319402
6392,519,153,391,45,548,202,3903,631,04,013,319500
4302,422,14,73,37,275,380,2344,757,04,013,319703
5250,152,313,369,0,562,447,2055,1352,04,019,004508
6762,297,22,177,0,730,748,3359,1429,04,019,004610
3138,166,60,26,0,153,79,2429,225,04,019,004614
6244,78,27,162,0,211,504,3862,1400,04,019,004624
5294,60,88,116,0,15,208,4460,347,04,019,004635
12496,327,21,377,0,325,870,9411,1165,04,019,004638
4433,96,0,352,48,133,177,2594,1033,04,019,004639
1859,0,0,208,0,8,88,1439,116,04,019,004717
3109,23,20,104,10,57,158,1868,869,04,019,004618
5618,69,14,309,0,400,290,2328,2208,04,019,000700
3592,266,19,99,0,151,173,2306,578,04,019,004032
4436,247,0,0,0,28,60,3287,814,04,019,004046
1095,60,118,39,0,55,40,432,351,04,019,001000
5509,668,241,209,0,212,153,2874,1152,04,019,003101
3208,209,0,108,0,122,238,1948,583,04,019,004010
3174,199,35,43,0,156,134,2094,513,04,019,004037
3496,29,146,118,0,296,272,1242,1393,04,019,004414
3690,54,16,33,0,26,16,2812,733,04,019,001600
2513,0,28,39,0,53,161,1698,534,04,019,004632
5434,41,94,411,0,0,52,4455,381,04,019,004719
5052,36,217,235,48,629,489,1038,2360,04,019,000200
3477,18,79,21,0,356,301,270,2432,04,019,003903
2610,76,15,62,0,108,116,1924,309,04,019,004049
2993,26,142,27,0,51,57,2340,350,04,019,004404
2494,44,20,73,0,105,39,1961,252,04,019,004039
3044,175,33,282,0,106,80,1692,676,04,019,004412
5699,358,34,119,0,215,535,855,3583,04,013,109003
3557,204,49,89,0,321,29,459,2406,04,013,109101
5969,367,311,87,0,809,188,700,3507,04,013,109102
3146,141,249,402,0,153,252,1625,324,04,013,110501
2493,201,78,163,6,90,167,1392,396,04,013,110502
5381,245,483,109,37,399,344,1906,1858,04,013,110801
2103,101,6,18,0,160,95,1386,337,04,013,110802
5455,354,155,36,67,1017,184,2469,1173,04,013,110902
3493,101,70,120,16,570,120,1796,700,04,013,110901
11755,1598,887,69,21,3194,1076,1250,3660,04,013,112509
4994,105,36,300,15,406,285,581,3266,04,013,112510
10123,634,293,155,44,721,420,1682,6174,04,013,112511
1261,192,45,16,0,29,13,167,799,04,013,112512
9969,1262,188,46,230,691,284,1313,5955,04,013,112513
4968,760,265,429,0,556,379,742,1837,04,013,112514
4887,511,152,0,12,1496,94,579,2043,04,013,113501
3390,756,67,28,0,871,48,75,1545,04,013,113502
2294,162,7,48,0,515,43,966,553,04,013,113801
0,0,0,0,0,0,0,0,0,04,013,113802
7309,1808,78,434,0,950,482,1820,1737,04,013,116603
4819,1159,8,341,55,624,449,1189,994,04,013,116604
6630,1625,32,486,0,1084,492,1358,1553,04,013,116605
5296,1263,111,145,0,162,199,1417,1999,04,013,116609
3270,0,0,23,0,274,0,2749,224,04,027,011115
4352,0,38,45,0,1398,169,2266,436,04,027,011201
1731,0,0,0,9,584,14,677,447,04,027,011202
4463,16,0,0,0,781,75,0,3591,04,027,011403
5941,0,0,0,0,1604,0,0,4337,04,027,011405
9743,0,0,0,0,2091,0,64,7588,04,027,011406
6084,105,21,0,0,953,51,351,4603,04,027,011503
9339,258,84,0,0,1292,29,159,7517,04,027,011504
1426,0,7,15,0,169,20,1093,122,04,027,011700
8094,196,59,169,21,1656,67,2571,3355,04,027,011800
1191,1,16,0,0,330,0,535,309,04,027,012100
0,0,0,0,0,0,0,0,0,04,027,980003
0,0,0,0,0,0,0,0,0,04,027,980004
373,11,30,0,0,20,8,37,267,04,027,980005
3894,501,18,41,0,571,421,1925,417,04,027,980006
6507,1008,234,431,0,361,399,1255,2819,04,013,116606
3612,885,178,233,0,220,86,442,1568,04,013,116607
4487,1002,40,165,0,323,223,902,1832,04,013,116608
7539,1358,362,48,90,888,873,1967,1953,04,013,116613
4948,22,0,416,0,103,207,3542,658,04,019,004723
4416,146,29,290,9,226,25,2597,1094,04,013,103604
5899,876,47,292,0,656,469,2162,1397,04,013,116610
3703,273,0,326,58,480,521,1071,974,04,013,116611
5973,1539,101,341,0,1058,374,1319,1241,04,013,116612
1891,163,34,251,0,5,62,1217,159,04,013,116730
3105,37,24,215,0,38,67,2642,82,04,013,116731
3911,316,428,72,0,228,116,1098,1653,04,013,116732
244,0,19,45,0,0,20,79,81,04,013,116733
2624,68,28,0,0,106,124,910,1388,04,013,116800
2683,23,23,26,0,199,0,185,2227,04,013,116900
6611,1176,64,687,10,411,520,1949,1794,04,013,117000
2373,92,64,35,0,83,82,1644,373,04,013,117100
1147,30,80,10,0,293,23,25,686,04,013,117200
1211,40,66,0,0,62,14,55,974,04,013,117300
3309,191,0,148,0,23,87,2607,253,04,013,216830
3081,11,4,119,0,10,62,2743,132,04,013,216831
2050,8,0,0,0,18,34,1966,24,04,013,216832
4992,78,0,633,0,48,71,3895,267,04,013,216833
2235,38,12,25,0,49,7,1904,200,04,013,216834
2827,51,40,113,23,35,85,2316,164,04,013,216835
4275,12,7,89,0,81,105,3728,253,04,013,216836
5196,133,1,270,0,23,186,4266,317,04,013,216838
4112,50,34,249,0,9,207,3379,184,04,013,216839
4800,115,33,169,0,0,184,4156,143,04,013,216840
3722,0,0,288,0,0,59,3163,212,04,013,216841
3766,27,0,174,0,0,42,3229,294,04,013,216842
5334,192,74,528,0,35,255,3811,439,04,013,216837
2981,0,11,151,0,20,60,2709,30,04,013,216843
4441,149,4,192,0,37,38,3900,121,04,013,216844
2195,10,0,254,0,0,110,1652,169,04,013,216845
7269,188,0,825,0,39,88,5802,327,04,013,216846
7329,17,18,459,0,105,35,6169,526,04,013,216847
6356,19,0,478,0,60,125,5481,193,04,013,216848
6401,5,3,412,0,0,195,5607,179,04,013,216849
5588,235,48,143,0,422,295,3505,940,04,019,003200
3347,97,30,62,0,119,123,2287,629,04,019,000400
2870,56,214,0,0,499,339,281,1481,04,019,001100
6335,707,192,18,0,860,206,1634,2718,04,019,002000
5839,59,179,56,0,1688,251,1104,2502,04,019,002504
6299,236,716,45,0,2165,129,754,2254,04,019,002505
3934,146,181,208,0,163,227,2000,1009,04,019,002802
7293,249,49,380,17,298,225,3941,2134,04,013,104000
3988,119,117,58,0,63,148,2734,749,04,013,104218
6137,262,70,295,0,304,253,3554,1399,04,013,104221
4245,150,28,72,0,17,79,3636,263,04,013,105101
5060,429,180,194,6,249,229,2417,1356,04,013,105900
4576,280,49,230,0,709,0,961,2347,04,013,107101
5951,0,0,89,0,263,71,4607,921,04,013,420104
3656,10,1,0,33,159,0,3357,96,04,013,420206
4805,141,54,39,0,99,230,3817,425,04,013,420704
5685,184,166,20,213,62,446,2332,2262,04,013,421302
4024,110,20,33,0,574,37,1097,2153,04,013,421901
5402,138,231,270,0,174,164,3511,914,04,013,422210
2651,5,0,317,0,83,107,1792,347,04,013,422211
2944,338,63,149,0,61,215,1469,649,04,013,422304
3739,80,16,342,0,31,169,2937,164,04,013,116727
4277,207,0,239,0,95,175,3265,296,04,013,116729
5151,253,52,224,157,664,228,1535,2038,04,013,092713
3279,18,21,181,0,33,73,2584,369,04,013,103215
3019,25,5,7,5,272,74,1000,1631,04,013,103305
6509,38,62,174,0,83,601,4314,1237,04,013,071512
2308,320,17,151,0,53,291,1312,164,04,013,061100
4895,122,32,53,0,559,52,2801,1276,04,013,092305
991,73,5,70,52,7,73,616,95,04,013,522800
4241,1360,81,10,0,876,72,171,1671,04,013,116100
4732,83,91,421,6,149,145,3618,219,04,013,116728
4833,595,179,77,0,638,123,3053,168,04,013,319403
5216,16,204,79,0,57,86,4136,638,04,013,420202
4585,199,75,155,0,264,139,1843,1910,04,013,421101
4161,86,26,399,0,85,128,2926,511,04,013,071510
1712,56,0,82,0,2,17,1243,312,04,013,071513
4433,739,162,573,34,473,149,1090,1213,04,013,092705
5699,762,122,415,0,413,181,1634,2172,04,013,092712
5950,21,91,67,0,130,373,4641,627,04,013,103502
6836,566,148,83,58,261,391,2989,2340,04,013,092308
2095,0,13,0,0,21,19,1851,191,04,019,004621
815,38,54,12,0,25,35,503,148,04,019,000100
4923,12,1,126,0,11,155,4369,249,04,013,613000
2907,13,0,36,0,0,70,2645,143,04,013,613100
4287,27,0,357,9,63,126,3252,453,04,013,613200
7436,80,18,459,0,29,128,6563,159,04,013,613300
3583,27,15,0,0,29,68,3100,344,04,013,613400
4261,56,2,32,202,73,53,3578,265,04,013,613500
6002,52,56,544,0,37,208,4633,472,04,013,613600
3035,11,30,59,0,0,44,2667,224,04,013,105002
5631,858,177,223,5,111,414,2900,943,04,019,003600
6296,43,397,9,0,955,90,591,4211,04,019,003705
4979,10,266,79,0,851,464,253,3056,04,019,003802
4282,517,23,97,0,426,70,2706,443,04,019,004029
1604,34,0,49,0,0,25,1359,137,04,019,004054
5735,58,132,278,0,211,427,2976,1653,04,019,003400
3708,26,0,202,0,74,202,2897,307,04,019,004031
3914,356,69,29,0,615,431,1926,488,04,019,004034
4173,214,0,132,40,78,222,2844,643,04,019,004057
3308,69,244,65,10,397,367,423,1733,04,019,004110
2658,16,10,10,0,22,50,2240,310,04,019,004317
1682,20,37,22,0,295,89,580,639,04,019,004415
5260,8,61,116,0,745,240,2504,1586,04,019,004506
1825,144,0,41,0,126,105,1019,390,04,019,004625
2581,105,40,74,0,310,111,1576,365,04,019,004627
3933,17,0,230,0,26,53,3142,465,04,019,004713
3535,91,36,153,15,67,133,2683,357,04,019,004721
2253,9,0,0,0,21,47,2025,151,04,019,004722
2440,6,2,151,0,16,111,1847,307,04,019,004724
4403,25,225,153,0,731,180,1972,1117,04,019,004505
1918,10,3,23,0,103,43,1350,386,04,019,004620
9595,1068,942,75,0,1290,43,1398,4779,04,013,116702
2066,17,0,84,0,146,52,1487,280,04,013,116715
3354,79,0,204,0,99,179,2611,182,04,013,216806
5535,383,34,198,0,0,145,4605,170,04,013,216829
5364,67,10,115,0,130,167,3655,1220,04,013,217600
6825,427,226,238,0,1220,281,3734,699,04,013,318900
6829,385,77,274,47,363,225,4505,953,04,013,319401
3682,97,77,90,0,270,92,2833,223,04,013,319404
6833,685,239,244,0,1141,270,3387,867,04,013,319800
2919,344,22,192,83,206,198,1517,357,04,013,319902
6431,251,21,468,41,547,148,4067,888,04,013,319903
5383,168,97,144,42,219,327,3552,834,04,013,319904
6874,1038,842,609,16,491,374,2563,941,04,013,320007
4984,136,8,143,1,269,277,3779,371,04,019,000600
3504,62,8,276,11,17,108,2545,477,04,019,001900
2840,172,51,117,0,399,132,1320,649,04,019,003504
4157,131,39,79,0,273,114,2384,1137,04,019,004008
3668,299,42,213,0,257,289,2269,299,04,019,004035
2875,72,13,73,0,315,137,1929,336,04,019,004038
4913,107,4,201,0,212,250,3600,539,04,019,004042
3771,34,127,348,0,303,85,2375,499,04,019,004710
5222,183,52,607,0,23,137,3625,595,04,019,004714
4047,315,22,169,0,369,237,2618,317,04,019,004058
3624,176,368,0,0,724,401,191,1764,04,019,003801
4914,446,48,69,3,195,288,534,3331,04,013,082206
3445,32,28,34,3,321,182,623,2222,04,013,082207
5256,550,141,159,0,676,107,931,2692,04,013,082210
3085,112,65,101,0,28,87,2383,309,04,019,004712
1123,0,937,0,0,17,8,95,66,04,019,940600
1518,6,1410,0,0,0,54,48,0,04,019,940700
5470,40,496,71,0,1865,421,694,1883,04,019,004321
6614,292,397,21,0,1866,324,1171,2543,04,019,004322
6133,10,1,112,200,146,488,4251,925,04,019,004623
1476,12,3,115,0,35,46,1038,227,04,019,004634
4341,59,39,11,0,220,184,2979,849,04,019,004715
2195,0,153,70,9,171,23,1579,190,04,019,004718
1887,79,61,0,0,287,226,65,1169,04,019,003901
7861,511,0,494,0,430,556,3744,2126,04,019,004011
3930,0,0,126,0,0,58,3455,291,04,019,004642
4168,0,0,17,0,34,0,3983,134,04,019,004643
2807,24,22,31,0,63,79,1816,772,04,019,004644
5348,91,130,181,0,216,535,3163,1032,04,019,004645
4453,233,73,89,0,374,265,2681,738,04,019,004646
4010,60,5,22,0,320,401,2515,687,04,019,004647
3231,40,53,153,8,86,143,2234,514,04,019,004725
4124,5,0,275,0,65,200,3124,455,04,019,004726
4111,11,3394,0,0,211,354,46,95,04,019,941000
12341,584,29,171,56,217,336,8418,2530,04,021,000207
12287,267,92,178,0,208,337,9667,1538,04,021,000204
12421,416,494,154,102,187,233,8649,2186,04,021,000801
4920,118,69,16,0,106,203,3644,764,04,021,000802
13012,1594,590,75,44,187,613,4761,5148,04,021,000803
4804,326,378,21,101,275,98,1207,2398,04,021,000901
2606,70,156,12,0,13,0,1309,1046,04,021,000902
1592,0,111,53,0,118,25,955,330,04,021,001303
9709,363,169,315,0,918,1008,5325,1611,04,021,001304
5792,81,585,56,0,140,253,3149,1528,04,021,001305
5143,264,359,110,0,353,217,1908,1932,04,021,001306
5671,87,1384,51,0,707,289,1758,1395,04,021,001403
4323,186,263,19,0,438,45,1962,1410,04,021,001404
4186,82,77,98,41,164,77,2616,1031,04,021,001405
5414,689,435,31,21,647,236,1196,2159,04,021,001406
3134,81,0,485,0,0,93,2383,92,04,013,103220
4997,457,0,296,8,479,128,2968,661,04,013,103701
3814,150,25,10,9,211,66,2506,837,04,013,104301
4087,554,124,87,0,93,133,1892,1204,04,013,104302
3458,48,1,56,0,120,54,2426,753,04,013,103702
4900,103,27,73,0,238,102,2863,1494,04,013,104401
2374,175,135,867,0,30,69,613,485,04,013,104402
3058,103,113,13,0,140,104,1379,1206,04,013,104701
4315,187,153,50,7,211,217,2212,1278,04,013,104702
4670,105,2,209,0,46,121,4064,123,04,013,105003
3611,0,61,403,0,18,225,2839,65,04,013,105004
2468,381,72,147,60,46,191,728,843,04,013,105501
2044,476,202,17,18,221,125,629,356,04,013,105502
3473,537,408,87,0,262,176,1298,705,04,013,105503
1784,260,77,29,0,89,77,562,690,04,013,106001
2723,279,25,13,0,95,217,1266,828,04,013,106002
4180,823,68,101,0,192,175,1679,1142,04,013,106003
3196,54,27,26,0,238,165,2268,418,04,013,106501
3449,160,26,56,0,372,240,2069,526,04,013,106502
6430,36,977,0,2,347,240,3835,993,04,025,001601
4117,2,50,4,0,75,54,3210,722,04,025,001602
6059,0,405,11,0,224,274,4532,613,04,025,001603
6548,0,0,13,47,0,127,6065,296,04,025,001701
4419,46,0,19,0,62,11,4035,246,04,025,001702
2700,35,4,18,0,11,77,2385,170,04,025,001703
3390,32,0,60,0,92,7,3058,141,04,025,001801
5087,0,2,138,0,129,86,4008,724,04,025,001802
5007,0,157,35,0,152,36,4593,34,04,013,217001
3039,25,34,116,0,2,31,2549,282,04,013,217102
4281,27,28,257,0,280,269,3066,354,04,013,217900
2282,7,6,158,0,17,36,1572,486,04,013,218100
6273,74,155,16,0,3475,178,349,2026,04,013,112502
2017,163,118,91,0,247,34,852,512,04,013,114000
3918,381,70,0,0,486,69,1056,1856,04,013,116204
10874,310,31,608,38,35,219,8638,995,04,013,422606
4148,37,8,87,8,11,124,3509,364,04,013,216902
5573,186,3,399,0,39,63,4647,236,04,013,216809
7072,453,249,530,36,425,467,3910,1002,04,013,318800
5195,241,59,196,0,113,87,4139,360,04,013,108400
2341,0,0,7,0,0,52,2162,120,04,007,000200
4837,0,50,155,0,146,139,2667,1680,04,007,001000
5729,0,5116,55,0,0,472,85,1,04,007,940400
2487,0,62,0,0,0,0,2321,104,04,007,000100
5228,17,162,13,0,345,65,4588,38,04,007,000500
2783,0,85,15,20,240,108,1201,1114,04,007,000900
3673,18,182,55,0,41,387,1604,1386,04,007,001100
3706,27,219,82,0,93,197,2578,510,04,005,000700
5414,177,492,33,30,141,338,3542,661,04,005,000400
3619,27,397,10,0,219,172,2079,715,04,005,000500
3475,68,145,28,0,283,138,2094,719,04,005,001700
7547,38,3744,71,0,527,187,2946,34,04,005,002100
12368,766,273,492,63,468,570,8103,1633,04,005,001000
5262,20,374,95,0,90,204,4304,175,04,005,000600
3180,6,0,22,0,19,28,2839,266,04,005,001600
1867,13,147,10,0,57,63,1460,117,04,005,002000
5043,54,4496,29,29,8,265,116,46,04,017,940100
4746,220,648,1,0,937,477,2035,428,04,017,960500
4861,9,4481,9,37,39,15,263,8,04,017,942500
4140,117,1886,13,0,417,104,1016,587,04,017,960600
3763,133,503,37,0,289,296,2094,411,04,017,960200
3473,61,1150,0,0,379,245,1154,484,04,017,960400
2305,0,2247,0,0,0,30,28,0,04,017,942300
2993,0,30,0,0,198,24,2272,469,04,017,961300
1791,49,495,103,0,196,241,637,70,04,017,960100
3848,355,63,22,0,31,8,2059,1310,04,013,420710
3862,176,70,10,5,193,98,2264,1046,04,013,421001
3388,579,118,0,0,288,268,1379,756,04,013,421002
5835,376,320,196,70,745,437,2187,1504,04,013,421303
3235,347,202,379,30,168,188,1229,692,04,013,421304
5180,749,165,86,37,286,133,2385,1339,04,013,421701
4546,29,7,35,86,531,68,2392,1398,04,013,421702
4018,117,55,97,25,88,44,2933,659,04,013,422221
2262,68,71,149,19,49,33,1696,177,04,013,422222
3230,41,50,138,0,81,104,2509,307,04,013,422620
4617,62,167,455,0,8,124,3292,509,04,013,422621
6963,145,39,375,0,202,89,4903,1210,04,013,422623
4195,132,52,152,14,8,84,3122,631,04,013,422622
2623,26,2,0,0,0,8,2521,66,04,013,422624
4175,320,44,0,12,63,56,2915,765,04,013,422625
2758,185,0,8,0,7,0,2310,248,04,013,422626
3877,92,46,40,0,286,11,2503,899,04,013,422627
3319,59,7,8,0,1,44,2097,1103,04,013,422628
3157,57,93,15,0,99,31,2540,322,04,013,422629
5301,0,27,93,0,141,32,3634,1374,04,013,422630
3265,16,34,137,0,119,120,2222,617,04,013,422633
4560,197,2,117,0,93,82,3066,1003,04,013,422638
3612,57,16,31,0,0,13,3465,30,04,013,422639
4388,78,46,16,5,145,172,3459,467,04,013,422640
7573,154,239,401,13,270,429,5227,840,04,013,422641
5559,204,9,101,0,142,326,4060,717,04,013,422642
6169,87,14,96,17,255,255,4515,930,04,013,422643
8489,96,128,375,10,83,158,7196,443,04,013,422644
12567,283,10,668,0,122,257,9134,2093,04,013,422646
4851,196,6,135,14,338,102,1737,2323,04,013,522903
4727,43,4406,0,0,8,61,209,0,04,001,944201
3950,6,3718,33,8,8,74,79,24,04,001,944901
4962,13,4813,0,0,22,66,48,0,04,001,944902
4036,0,3915,0,0,9,54,23,35,04,001,944202
4646,20,4340,26,0,60,44,127,29,04,001,945001
3871,14,3707,1,0,0,77,71,1,04,001,945002
5147,114,261,0,0,156,51,3847,718,04,001,970501
3965,13,613,0,10,27,13,2946,343,04,001,970502
3278,0,37,0,0,102,36,1899,1204,04,003,000201
3723,84,22,21,28,153,174,1311,1930,04,003,000202
3789,24,32,11,0,85,16,2812,809,04,003,000301
2698,0,128,0,0,60,132,1854,524,04,003,000203
4043,31,62,54,0,0,72,3421,403,04,003,000302
3456,0,0,0,99,0,58,2844,455,04,003,000303
2295,0,0,0,0,147,88,21,2039,04,003,000901
2085,0,6,3,0,103,80,245,1648,04,003,000902
1102,106,0,75,0,39,99,685,98,04,003,001402
4378,518,120,160,34,8,279,2770,489,04,003,001401
3013,264,50,227,0,94,390,1248,740,04,003,001501
3641,292,128,62,59,183,305,1551,1061,04,003,001502
5445,272,17,115,71,77,490,2838,1565,04,003,001601
