B01001_001E,B01001B_001E,B01001C_001E,B01001D_001E,B01001E_001E,B01001F_001E,B01001G_001E,B03002_003E,B03002_013E,state,county,tract
2486,118,56,11,89,41,20,1897,254,12,117,022004
6629,333,0,97,0,403,231,4224,1341,12,117,022104
6825,1146,0,77,0,102,33,4393,1074,12,117,020806
7967,862,52,153,0,423,302,4900,1275,12,117,022005
7884,527,0,285,0,163,168,5052,1689,12,117,022106
4481,71,10,197,0,69,159,169,3806,12,086,009014
3657,139,0,0,0,76,29,218,3195,12,086,009200
6496,4078,0,32,0,182,88,50,2066,12,086,010001
4975,2222,0,0,0,254,0,60,2439,12,086,010010
2086,94,0,0,0,48,51,1790,103,12,103,023900
3149,23,12,1,0,0,7,2906,200,12,103,024001
3760,237,0,73,0,27,102,2953,368,12,103,024507
4228,34,46,137,7,40,87,3428,449,12,103,024801
5709,251,0,449,0,40,110,4235,624,12,103,024901
7063,505,39,488,0,135,396,4644,856,12,103,024902
6331,496,123,505,0,54,227,4282,644,12,103,025004
4784,186,0,180,0,41,193,3996,188,12,103,025401
3226,3095,0,0,9,12,56,47,7,12,103,020700
5718,5198,0,0,0,3,45,347,125,12,103,020800
3289,2663,19,7,0,0,28,539,33,12,103,021200
3011,2760,0,2,0,0,0,249,0,12,031,011200
2865,1263,23,0,0,0,85,1400,94,12,031,011800
10775,2813,0,753,0,457,578,5797,377,12,031,011902
5342,4192,0,32,0,28,38,977,75,12,031,001400
7222,1381,0,398,0,224,345,4676,198,12,031,010101
2898,935,0,40,0,21,55,1129,718,12,031,015200
8287,2822,0,587,0,38,182,3654,1004,12,031,013300
3718,1711,9,108,0,166,100,1298,326,12,031,013502
1506,943,0,140,0,0,69,319,35,12,073,001401
5352,3227,61,401,0,28,128,1366,141,12,073,001402
1827,1542,0,79,0,0,0,206,0,12,073,001901
4551,2886,0,52,0,12,134,1242,225,12,073,001902
3039,1835,0,13,0,0,39,1065,87,12,073,002003
6615,2096,0,484,0,123,328,3106,478,12,073,002004
3689,964,0,62,0,75,96,2114,378,12,073,002005
4400,1031,0,178,17,23,64,2930,157,12,073,002006
4197,1198,34,501,0,19,102,2028,315,12,073,002103
8544,2258,0,181,0,179,271,4860,795,12,073,002104
5205,2713,0,45,0,50,166,1499,732,12,117,020202
1915,1429,0,0,0,20,51,268,147,12,117,020401
6425,232,0,628,0,12,488,4596,469,12,117,020703
4514,575,24,348,0,101,197,2897,372,12,117,021000
3560,1960,51,96,7,214,64,797,371,12,117,021100
5220,680,11,59,0,35,195,3259,981,12,117,021502
1900,96,0,0,11,27,107,1509,150,12,117,021503
6146,981,0,28,0,104,330,2903,1800,12,117,021608
5096,45,0,152,0,27,82,4158,632,12,117,021611
4642,483,0,182,0,147,99,2788,943,12,117,021802
4543,1213,0,96,0,334,105,2479,316,12,117,021902
5076,427,0,223,0,432,132,2890,972,12,117,022201
3237,143,0,285,0,231,27,2216,335,12,117,020810
3165,189,0,190,0,71,61,2407,247,12,117,021506
2601,508,0,20,5,17,80,1850,121,12,117,020301
6917,493,27,241,0,315,378,4990,473,12,117,020803
8859,612,0,613,0,184,157,6614,679,12,117,020805
6798,1112,57,436,0,200,343,3227,1423,12,117,020807
7377,345,0,536,0,222,398,4597,1279,12,117,021307
4977,787,0,239,5,41,114,3068,723,12,117,021311
4439,333,0,192,0,154,145,2948,667,12,117,021312
4750,433,0,85,0,107,51,3464,610,12,117,021505
7158,804,0,279,15,258,387,3986,1429,12,117,021606
3303,457,0,65,0,0,140,1986,655,12,117,021706
3339,213,0,67,18,47,10,2420,564,12,117,022205
13358,1998,0,826,0,682,546,6719,2587,12,117,020600
4590,1348,0,206,0,386,92,1283,1275,12,117,020901
2938,74,0,75,0,0,0,2397,392,12,117,021609
3460,151,0,73,0,73,74,2642,447,12,099,007809
5644,660,92,126,0,86,147,1601,2932,12,099,004101
5051,784,0,36,0,113,80,1599,2439,12,099,004202
1554,49,0,25,0,0,52,1321,107,12,081,000101
5994,548,125,0,0,48,1,4609,663,12,127,082503
4230,1220,19,38,0,112,104,1937,800,12,057,001700
1881,386,25,0,0,31,62,1069,308,12,057,002200
2414,1933,0,54,0,24,56,197,150,12,057,003500
2242,729,5,76,0,62,130,841,399,12,057,003900
2090,1152,14,0,0,76,137,237,474,12,057,004400
3784,933,43,0,0,365,18,279,2146,12,057,004500
4903,1525,0,373,0,84,248,1827,846,12,057,004600
2519,216,0,93,38,32,53,1092,995,12,057,004700
4639,563,0,53,0,198,264,3152,409,12,057,007200
3683,49,10,0,0,509,29,2743,343,12,057,010107
2783,118,8,76,0,40,116,2113,312,12,057,011005
6839,781,99,923,0,255,238,3594,949,12,057,011008
2903,189,0,74,0,10,86,1984,560,12,057,011409
4909,308,85,594,0,7,253,2986,676,12,057,011510
3803,37,22,97,0,171,125,2853,498,12,057,011512
7657,624,82,253,0,269,129,4631,1669,12,057,011606
8489,782,23,67,0,825,421,1542,4829,12,057,011902
6766,1684,0,358,0,77,355,3125,1167,12,057,012206
3321,814,0,62,0,444,76,623,1302,12,057,013504
1906,232,3,0,0,235,180,753,503,12,057,013602
10208,2499,47,358,111,248,369,3631,2945,12,057,013804
2962,396,17,15,0,176,231,1234,893,12,057,000402
1916,1359,0,24,0,8,21,182,322,12,057,003300
2814,2467,0,0,0,65,107,46,129,12,057,003400
4882,3282,16,29,0,125,85,628,717,12,057,003600
831,195,0,11,0,6,42,323,254,12,057,003700
4013,170,52,65,0,18,126,2988,594,12,057,005700
5426,7,0,120,0,1,152,4671,475,12,057,006000
4400,216,6,55,0,10,78,3579,456,12,057,006300
2533,774,30,51,0,0,258,1204,216,12,057,007300
4279,260,11,98,0,141,93,3073,603,12,053,041201
5349,65,0,37,0,26,257,4363,601,12,053,041401
3423,213,37,0,0,210,36,2186,741,12,053,041302
2598,595,5,13,0,6,155,1431,393,12,057,001100
3156,1474,10,19,0,37,188,1028,400,12,057,002100
2273,597,5,0,0,46,130,827,668,12,057,002900
3824,176,0,149,0,0,57,3028,414,12,057,005102
773,449,11,0,0,5,0,184,124,12,057,004000
1564,840,0,16,0,31,5,334,338,12,057,004100
5010,2494,9,0,0,51,85,1015,1356,12,105,012601
5192,1775,0,438,0,59,122,2376,422,12,031,014604
3283,1287,0,109,15,24,90,1404,354,12,031,015501
4463,2425,20,0,0,75,89,1723,131,12,031,015502
9649,2296,0,1077,0,105,231,5421,519,12,031,015923
4702,597,0,422,15,85,122,3118,343,12,031,015924
5756,1180,12,681,0,116,422,2283,1062,12,031,015925
6586,1524,0,302,0,35,376,3755,594,12,031,015926
3355,112,0,58,0,36,42,2901,206,12,031,016603
4480,215,30,176,0,92,156,3230,581,12,031,016604
5288,1092,0,163,0,273,140,3043,577,12,031,016724
4230,1432,27,153,0,102,113,1956,447,12,031,016725
4014,395,0,57,0,206,79,2939,338,12,031,016726
3242,238,17,66,0,18,62,2392,449,12,031,016727
4694,337,0,285,0,94,182,3439,357,12,031,016728
6488,856,13,121,0,151,66,4956,325,12,031,016729
4154,158,0,199,0,153,150,3169,325,12,031,016807
3546,122,0,246,0,164,113,2699,202,12,031,016808
5883,700,143,40,0,193,173,4322,312,12,031,017100
2017,818,0,181,0,0,157,849,12,12,031,017200
6820,1230,113,14,0,0,295,4932,236,12,031,017300
2460,2164,0,8,0,4,96,188,0,12,031,017400
2659,74,0,0,0,177,77,2144,187,12,105,014202
4709,0,14,0,0,9,104,3851,731,12,105,013101
5390,772,0,143,0,27,265,3979,204,12,001,002201
8720,915,14,678,0,34,199,6246,634,12,001,002209
6655,3364,26,86,0,0,790,2014,375,12,001,000400
6395,4533,0,0,0,63,31,1502,266,12,001,000700
5596,121,41,91,21,56,155,4363,748,12,001,001000
5495,1151,0,75,0,43,97,3824,305,12,001,001701
5195,4574,0,0,0,0,331,287,3,12,001,000600
4855,584,19,700,0,21,148,2757,626,12,001,000901
2797,134,10,175,6,0,33,2064,375,12,001,002208
5171,1002,0,90,0,72,121,3474,412,12,001,000500
9471,1210,155,78,20,46,218,7038,706,12,001,001806
1254,1102,0,0,0,30,0,87,35,12,073,001200
3929,2290,0,43,0,59,99,1390,48,12,073,000600
3938,0,0,115,0,48,22,1296,2457,12,086,006707
1179,53,0,97,0,25,75,503,426,12,086,006709
2788,47,0,125,0,116,27,1103,1370,12,086,006711
2364,42,0,157,0,173,81,1035,876,12,086,006713
1845,12,0,26,0,46,118,697,946,12,086,006714
2598,65,0,32,0,0,5,1704,792,12,086,006801
2636,869,65,0,0,42,126,690,844,12,086,007101
1445,28,0,36,0,12,34,809,526,12,086,007103
3318,45,0,26,0,25,133,1509,1580,12,086,007104
4057,87,7,104,0,37,200,884,2738,12,086,007605
6878,813,90,14,0,1003,222,3363,1373,12,095,015003
3913,1281,0,54,0,695,131,1302,450,12,095,015105
4486,149,94,34,0,0,63,3860,286,12,095,016100
6613,665,0,122,0,75,247,4722,782,12,095,016200
8872,993,58,678,0,946,158,3365,2674,12,095,016410
22964,2207,0,1489,0,932,808,9874,7654,12,095,016704
9077,688,18,356,0,716,111,2616,4572,12,095,016712
25532,2417,47,2082,0,1412,759,15005,3810,12,095,017103
2234,211,0,66,0,125,91,1532,209,12,095,017702
6704,939,30,157,0,0,148,4779,651,12,095,017902
1203,1165,0,0,0,0,0,33,5,12,095,010500
29964,5066,0,2634,195,987,1998,14159,4925,12,095,017104
8420,273,0,2112,0,37,253,4353,1392,12,095,017107
11577,799,0,146,15,2570,371,5631,2045,12,095,017300
10488,1388,17,411,0,840,460,5669,1703,12,095,017804
1378,44,0,12,0,0,47,1143,132,12,101,033102
0,0,0,0,0,0,0,0,0,12,101,990000
3557,48,0,36,0,24,61,3280,108,12,103,020106
1674,0,6,22,6,0,39,1580,21,12,103,020107
4469,2537,0,99,40,22,250,1426,95,12,103,020206
2866,1007,7,17,0,93,93,1581,68,12,103,020207
3505,59,0,175,0,27,51,3082,111,12,109,020706
4323,40,0,122,43,75,8,3863,172,12,109,020802
5128,2101,0,0,0,373,129,168,2357,12,086,002502
6436,664,17,234,0,148,218,2601,2554,12,086,002703
4170,54,0,87,0,74,96,3530,329,12,101,031205
2910,162,23,9,0,0,0,2403,313,12,101,031206
2418,41,126,0,0,11,84,2078,78,12,101,031207
3875,59,57,108,0,69,83,3151,348,12,101,031208
3614,1,0,0,13,22,22,3414,142,12,101,031301
6744,153,0,350,0,20,83,5854,284,12,101,031302
3031,108,8,36,0,0,40,2612,227,12,101,031406
2723,100,11,0,0,0,31,2386,195,12,101,031407
2723,118,0,0,0,0,0,2393,212,12,101,031408
7243,159,0,33,0,86,88,5107,1770,12,101,031409
5945,122,0,89,0,33,66,5179,456,12,101,031505
3542,153,0,157,0,31,81,2628,492,12,101,031506
5549,201,18,61,0,0,32,4778,459,12,101,031507
4005,0,14,179,0,55,100,3387,270,12,101,031508
6122,187,0,88,0,210,341,4924,372,12,101,031601
7002,662,0,262,0,85,185,5085,723,12,101,031602
9649,1029,0,770,0,216,284,5399,1951,12,101,031603
6482,274,0,182,0,199,236,4834,757,12,101,031604
3877,121,0,120,0,0,128,3000,508,12,101,031605
3672,41,0,75,0,71,41,3282,162,12,101,031707
5127,55,0,101,0,20,114,4592,245,12,101,031708
2235,268,0,7,0,0,43,1827,90,12,009,071500
3951,38,0,60,0,36,91,3597,129,12,009,071600
3090,74,5,49,0,54,16,2646,246,12,011,010103
1978,77,0,0,0,50,52,1754,45,12,011,010104
4411,1264,22,0,0,198,143,1931,853,12,011,010305
2543,1499,15,23,0,65,14,661,266,12,011,010306
4147,2217,43,54,0,66,36,1173,558,12,011,010307
5040,605,0,0,0,85,213,3182,955,12,011,010308
5378,667,0,118,0,342,128,1357,2766,12,099,004705
3726,214,0,112,52,0,73,2597,678,12,099,004811
4172,1093,68,0,0,61,89,1324,1537,12,099,005202
0,0,0,0,0,0,0,0,0,12,081,990000
2099,34,0,0,0,0,6,2041,18,12,083,000401
1943,6,0,35,0,0,0,1828,74,12,099,005937
3415,38,0,141,0,10,0,2906,320,12,099,005938
1298,34,0,6,0,19,44,1106,89,12,099,005939
4459,166,0,101,0,8,92,3532,560,12,127,090903
5713,444,0,89,12,0,16,4600,552,12,127,090904
4430,227,83,213,0,504,19,1919,1465,12,127,091015
6044,522,0,0,0,404,181,3305,1632,12,127,091016
3882,370,20,53,0,200,69,1750,1420,12,127,091017
7537,696,0,160,0,687,175,3938,1881,12,127,091018
5390,730,0,119,0,207,66,3092,1176,12,127,091019
6903,1001,0,78,0,750,238,3188,1648,12,127,091020
2631,94,0,13,0,64,188,1740,532,12,127,091021
8435,858,0,94,0,325,25,4500,2633,12,127,091022
2854,229,0,23,0,93,37,1733,739,12,127,091023
7645,1349,137,119,0,386,209,3543,1902,12,127,091024
4759,472,0,25,0,102,224,2586,1350,12,127,091025
7040,847,0,14,0,229,51,4095,1804,12,127,091026
7277,880,14,195,0,613,272,3507,1796,12,127,091027
4913,624,40,232,0,176,145,2449,1247,12,127,091028
5004,631,0,35,0,113,93,3565,567,12,127,091029
4088,784,0,114,0,240,122,2562,266,12,127,092500
0,0,0,0,0,0,0,0,0,12,127,990000
0,0,0,0,0,0,0,0,0,12,129,990000
7053,255,22,12,0,0,122,6626,16,12,131,950101
2824,0,0,49,0,11,162,2594,8,12,131,950102
6455,570,43,0,0,77,155,5474,136,12,131,950301
5671,122,19,0,0,75,351,5037,67,12,131,950302
4055,146,113,88,0,306,248,2987,167,12,131,950501
4314,133,0,97,0,72,146,3616,250,12,081,001913
2593,13,0,33,0,0,16,2158,373,12,081,001914
4461,0,0,43,0,0,54,4090,274,12,083,000402
1727,0,0,29,0,0,0,1617,81,12,083,000501
1313,9,0,0,0,0,53,1173,78,12,083,000502
4187,42,0,5,0,0,103,3820,217,12,083,000604
2496,0,0,75,0,0,34,2321,66,12,083,000605
12591,324,0,403,0,33,72,11195,564,12,083,000801
11144,160,141,50,0,113,15,10329,336,12,083,000802
1445,20,9,0,0,6,41,1244,125,12,083,001003
14088,2776,0,95,0,133,755,6379,3950,12,083,001004
6609,1394,0,35,0,86,51,3242,1801,12,083,001005
10209,1181,0,461,0,135,153,7156,1123,12,083,001006
4903,891,32,61,0,545,73,3189,112,12,103,022100
5456,448,10,112,0,0,463,4030,393,12,103,022503
4194,369,0,427,0,36,97,3111,154,12,103,022700
2507,219,0,343,0,0,46,1723,176,12,103,023000
3150,76,0,0,0,16,26,2737,295,12,103,023600
5793,28,0,176,0,0,299,4971,319,12,103,024002
5477,127,0,62,0,72,608,4475,133,12,103,024004
5796,924,0,349,9,165,703,3343,303,12,103,024602
3916,105,0,529,0,13,96,2744,429,12,103,024906
5508,141,14,102,0,0,138,4996,117,12,103,025119
5604,455,0,201,0,17,282,4254,395,12,103,025407
4295,219,18,95,0,72,65,3578,248,12,103,025501
5087,143,0,257,26,29,46,4489,97,12,103,025503
4785,541,7,137,0,57,203,2830,1010,12,103,026701
7048,344,0,21,0,930,139,4155,1459,12,103,026703
2307,58,4,11,7,87,27,2015,98,12,103,026814
4757,15,0,88,0,36,29,4415,174,12,103,026815
3399,28,9,0,0,24,60,3137,141,12,103,027105
5488,44,0,65,0,38,198,4910,233,12,103,027202
5298,1065,0,41,0,85,55,2877,1175,12,099,001004
3664,38,8,9,0,44,84,1714,1767,12,099,004013
4893,226,0,35,0,350,134,3779,369,12,099,007203
4968,12,13,102,0,19,39,4211,572,12,099,007721
6203,2285,13,34,0,39,54,391,3387,12,099,002900
3884,872,0,0,0,82,71,2499,360,12,109,020300
4805,1121,47,45,0,92,130,2848,522,12,109,021002
5940,120,0,298,0,0,37,5182,303,12,109,021302
3271,440,0,30,9,10,63,2524,195,12,109,020400
3824,105,0,9,0,0,53,3471,186,12,109,020500
2601,96,61,45,0,29,41,2254,75,12,109,020200
7396,290,129,209,0,130,55,6234,349,12,109,021301
1157,376,11,8,0,28,0,698,36,12,117,020102
3545,1598,0,199,0,0,107,1358,283,12,117,020402
5969,22,26,127,0,6,190,5294,304,12,117,021201
3218,719,0,61,47,211,156,1098,926,12,117,021613
5028,378,0,349,0,79,185,3162,875,12,117,021901
3072,87,38,17,0,18,75,2501,336,12,117,021504
5151,269,0,114,22,0,0,4537,209,12,071,050203
6328,171,0,80,0,0,42,5847,188,12,071,050310
2529,112,0,5,0,217,0,1456,739,12,071,000402
2933,0,0,119,0,28,0,2665,121,12,071,000900
11291,330,0,187,0,365,358,9058,993,12,071,001202
4131,140,21,96,0,273,0,3505,96,12,071,001703
6337,269,0,317,0,43,0,4532,1176,12,071,010303
6858,916,0,118,28,248,158,4065,1325,12,071,010307
10947,696,17,74,0,142,182,6450,3386,12,071,010103
3083,4,0,0,0,9,15,2926,129,12,071,001701
4629,0,0,124,0,368,173,3832,132,12,071,001801
2360,53,0,27,0,7,23,1821,429,12,071,010602
2073,102,15,29,0,5,20,1814,88,12,071,010803
5164,66,0,0,0,0,29,4696,373,12,071,020300
6441,2610,0,68,6,49,198,2925,585,12,105,013702
2979,755,7,17,0,63,121,1804,212,12,105,013801
5389,259,15,48,0,27,37,4623,380,12,105,013902
3886,292,12,111,0,0,355,3021,95,12,091,022700
1995,247,0,12,0,0,23,1668,45,12,091,020200
7354,1417,0,472,0,664,156,4412,233,12,091,021900
8730,904,0,311,0,697,382,6107,329,12,091,023100
2158,32,0,91,0,25,33,1837,140,12,091,021600
5010,944,11,182,0,122,434,3201,116,12,091,021801
3373,465,7,67,141,128,212,2268,85,12,091,022100
7431,545,24,55,0,173,335,6139,160,12,091,020400
8076,1132,0,88,30,161,691,5521,453,12,091,020500
5146,662,62,148,0,129,366,3586,193,12,091,020800
6269,733,98,183,0,18,549,4066,622,12,091,021200
2706,562,0,96,0,385,109,1374,180,12,091,022300
4677,341,2,347,0,234,358,3185,210,12,091,022900
7836,111,320,15,0,0,65,7192,133,12,091,020100
3687,278,18,115,0,14,151,3085,26,12,091,021101
8045,680,0,165,99,115,360,6436,190,12,091,021102
3556,657,24,126,0,192,175,2097,285,12,091,022600
6355,137,0,154,0,59,328,5401,276,12,091,020900
2696,133,0,122,0,132,57,2098,154,12,091,021700
1930,19,24,77,7,13,32,1645,113,12,091,023200
6356,769,0,262,0,230,288,4588,219,12,031,010103
4496,1876,45,186,0,157,177,1725,330,12,031,012500
3192,1395,14,0,0,13,67,1527,176,12,001,001902
6301,475,0,113,0,0,118,5195,400,12,001,002202
11308,422,39,1710,0,199,326,7799,813,12,001,002204
7143,649,0,408,9,22,188,5395,472,12,001,001100
6733,613,0,583,5,45,301,4101,1085,12,001,000902
8230,247,7,126,0,71,307,7192,280,12,019,030102
2772,632,0,144,0,71,251,1478,196,12,019,030500
5989,323,21,95,0,56,329,4872,293,12,019,031300
3330,26,0,38,0,0,68,3181,17,12,019,031101
6611,579,0,353,0,0,172,5091,416,12,019,030802
2261,637,0,26,0,98,117,1168,215,12,019,030400
3095,0,48,12,0,41,39,2867,88,12,019,031500
15924,1355,61,172,0,47,517,12826,946,12,019,031200
5610,383,0,155,0,170,179,4608,115,12,019,030801
10240,1126,11,255,0,350,477,7200,821,12,019,030902
8778,1687,0,366,33,146,484,5340,722,12,019,030301
5153,1085,0,29,0,225,144,2967,703,12,019,031400
4269,406,0,136,0,247,124,3168,188,12,019,030600
5946,798,0,0,187,15,104,4071,771,12,067,960200
2798,609,13,0,0,0,102,1735,339,12,067,960100
4995,503,0,0,0,105,286,3229,872,12,069,030204
5116,463,0,155,0,87,224,1169,3018,12,086,007606
5190,156,20,224,0,43,100,1027,3620,12,086,007704
3373,13,0,46,0,0,52,1733,1529,12,086,006802
4501,137,0,75,0,38,53,982,3216,12,086,007705
7355,198,0,852,0,67,197,1378,4663,12,086,007804
4679,94,0,184,0,60,184,1421,2736,12,086,007805
6749,17,0,54,0,0,202,4147,2329,12,086,000133
4500,3339,0,123,0,300,50,217,471,12,086,000215
4709,3487,0,217,0,156,99,56,694,12,086,000216
6777,5101,0,279,0,66,110,297,924,12,086,000217
3670,2886,0,96,0,118,41,130,399,12,086,000218
5111,3098,5,131,0,346,84,474,973,12,086,000219
5132,3407,0,30,0,337,55,266,1037,12,086,000220
4763,3364,0,50,0,31,109,216,993,12,086,000307
5660,4116,0,91,0,59,14,408,972,12,086,000308
5027,3970,0,0,0,0,40,11,1006,12,086,000409
7380,4063,0,0,0,371,37,317,2592,12,086,000412
4319,2972,0,25,0,0,29,117,1176,12,086,000410
5684,4381,0,8,0,309,80,16,890,12,086,000411
5118,4038,0,29,0,69,147,146,689,12,086,000413
5186,4456,80,0,0,57,32,141,420,12,086,000414
4902,2226,0,11,0,323,31,154,2157,12,086,000504
6095,368,0,8,0,150,12,202,5355,12,086,000505
5013,164,0,53,0,49,51,127,4569,12,086,000607
6944,284,0,0,0,0,50,207,6403,12,086,000608
6202,20,0,0,0,82,26,111,5963,12,086,000709
5490,83,0,2,0,294,0,117,4994,12,086,000710
5794,293,0,0,0,248,153,85,5015,12,086,000711
2543,56,0,0,0,68,31,35,2353,12,086,000712
6420,154,0,0,0,178,32,223,5833,12,086,000805
4693,185,0,0,0,271,7,97,4133,12,086,000806
4007,96,0,15,0,200,44,156,3496,12,086,000807
4262,63,0,0,0,148,80,153,3818,12,086,000808
3006,111,0,14,0,179,98,1695,909,12,086,001205
3829,5,13,0,0,60,43,3584,124,12,101,031804
3912,161,30,46,0,0,78,3447,150,12,101,031805
5195,14,9,21,12,11,117,4569,442,12,101,031806
2887,71,0,20,0,0,47,2373,376,12,101,031807
3506,348,11,79,11,34,125,2660,238,12,101,031808
3133,12,0,47,0,0,57,2813,204,12,101,031809
2298,40,0,18,0,12,0,1995,233,12,101,031901
8807,668,46,222,0,156,340,6441,934,12,101,031902
6278,570,0,497,0,247,292,3496,1176,12,101,031903
4031,76,18,98,0,34,54,3469,282,12,101,032005
8693,1176,0,160,0,82,264,5579,1432,12,101,032006
2738,128,11,33,0,112,65,2294,95,12,101,032007
5226,281,25,296,0,55,77,3705,787,12,101,032008
7582,184,79,291,0,173,263,5551,1041,12,101,032009
3309,79,0,144,0,33,155,2254,644,12,101,032010
5077,551,0,235,0,9,151,3330,801,12,101,032011
6462,505,0,231,0,91,261,4512,862,12,057,013922
7355,192,0,605,0,184,209,5166,999,12,057,013923
4563,1185,0,42,0,382,309,1927,718,12,057,014007
3516,33,0,0,0,0,32,3437,14,12,057,014008
6749,2185,107,147,0,82,520,3460,248,12,033,001402
3482,628,98,117,0,48,355,1774,462,12,033,002804
4543,1269,0,201,65,13,171,2675,149,12,033,003201
4391,508,55,103,0,88,233,3326,78,12,033,003301
2427,466,0,54,0,26,115,1570,196,12,033,003305
4054,249,64,16,0,5,203,3451,66,12,033,003900
4565,1116,0,21,0,37,263,3070,58,12,033,000800
3096,262,0,6,0,36,378,2255,159,12,033,001002
7033,1568,29,397,0,80,663,3983,313,12,033,001104
2997,2255,14,6,0,6,102,609,5,12,033,001600
2922,10,16,7,0,15,49,2787,38,12,033,002500
2758,907,6,25,0,0,276,1443,101,12,033,000300
1490,605,3,0,0,0,18,818,46,12,033,000500
4895,535,5,100,0,0,155,3936,164,12,033,002300
3476,1130,0,28,0,0,35,2109,174,12,033,002803
7148,1209,61,18,0,71,236,5258,295,12,033,003503
5112,1043,12,22,0,10,853,2911,261,12,033,001202
5432,307,0,73,25,0,272,4445,310,12,033,001101
4215,134,58,22,0,7,58,3884,52,12,033,003800
1366,1318,9,0,0,0,0,25,14,12,033,001500
5889,1417,0,553,35,51,327,3398,108,12,033,003000
2218,1334,0,52,0,0,28,801,3,12,033,001800
8129,660,65,387,0,60,226,5733,998,12,001,001604
6890,593,42,505,0,33,276,4717,724,12,001,001811
3584,206,0,454,0,0,56,2658,210,12,001,001813
2795,734,5,0,0,0,91,1875,90,12,001,001814
2861,240,15,11,0,36,24,2411,124,12,001,001907
4649,965,45,334,0,43,105,3142,15,12,001,001908
816,59,0,2,0,0,29,715,11,12,001,002102
5724,2342,0,94,0,191,280,2239,578,12,001,002217
1987,1122,3,28,0,21,41,588,184,12,001,002218
6838,2315,31,406,5,58,242,2997,784,12,001,002219
2098,422,3,0,0,0,79,1522,72,12,001,002101
2156,503,8,40,0,19,14,1474,98,12,001,002220
1853,182,24,27,4,35,28,1470,83,12,001,110800
5006,0,145,54,0,0,97,4637,73,12,005,000201
6060,65,0,28,25,17,181,5291,453,12,005,000202
5942,1083,41,252,0,471,333,3175,587,12,005,000803
2116,416,14,29,0,24,76,1469,88,12,005,000804
3861,360,3,5,0,93,30,2245,1125,12,081,000604
6708,2434,0,62,0,265,45,1831,2071,12,081,000704
5331,2572,0,34,0,74,88,1594,969,12,081,000705
3583,402,0,0,0,11,82,2798,290,12,081,001105
4312,643,0,126,0,35,161,2890,457,12,081,001106
4052,256,0,125,19,72,113,3115,352,12,081,001107
4793,469,16,45,0,254,81,3764,164,12,081,001601
4072,681,11,86,0,59,75,2999,161,12,081,001602
2706,8,2,19,0,5,45,2561,66,12,081,001108
5158,138,0,110,0,59,24,3744,1083,12,081,001403
3575,230,90,0,0,11,151,2499,594,12,081,001404
3051,69,0,26,0,0,22,2807,127,12,081,001909
5219,146,0,273,0,0,20,4321,459,12,081,001910
8150,253,0,185,0,0,435,6178,1099,12,081,001911
6353,451,30,132,0,93,288,4977,382,12,081,001912
4150,464,0,95,0,71,251,2737,532,12,081,002011
4973,159,75,264,22,28,93,4070,262,12,081,002012
14820,209,0,904,110,29,0,11919,1649,12,081,002013
5170,91,0,105,0,19,54,4772,129,12,081,002014
7360,58,0,205,10,20,131,6604,332,12,081,002015
6053,193,0,90,0,0,15,5593,162,12,081,002016
3395,30,0,19,0,637,18,1916,775,12,127,090102
7175,326,42,0,0,892,61,5060,794,12,127,090202
2699,65,45,0,0,0,16,2398,175,12,127,080500
4966,242,0,167,0,7,0,4233,317,12,127,080803
1772,526,0,4,0,15,48,1096,83,12,127,081500
1906,322,0,28,0,0,96,1367,93,12,127,082202
5650,327,43,108,0,27,162,4220,763,12,083,001007
4579,91,0,13,0,111,75,4141,148,12,083,001008
6376,784,0,305,59,101,377,3664,1086,12,117,021707
6872,928,46,130,0,32,240,4353,1143,12,117,021708
12554,765,0,241,0,456,35,9517,1540,12,071,010204
11595,370,0,87,0,72,209,9307,1550,12,071,010409
10775,1043,35,174,0,32,343,8558,590,12,071,010410
4323,68,9,59,0,63,125,3339,660,12,071,010411
4509,50,0,41,0,91,91,3333,903,12,071,010412
3606,84,0,5,0,0,18,3326,173,12,071,010701
2631,63,16,0,0,0,10,2351,191,12,071,010702
1612,0,0,0,0,0,0,1525,87,12,071,020201
2757,8,0,0,0,62,14,2458,215,12,071,020202
1426,16,7,78,0,17,8,1300,0,12,071,030201
6855,219,36,0,0,413,85,4824,1278,12,071,030202
4361,0,0,84,0,79,23,3929,246,12,099,000208
3863,219,34,197,0,16,0,2237,1160,12,115,000407
1169,0,8,0,5,0,27,1129,0,12,115,001905
943,0,0,0,0,0,23,908,12,12,115,001907
3599,204,0,0,0,49,40,1906,1400,12,115,000406
1075,2,0,66,0,0,23,977,7,12,115,001908
2903,1408,0,207,0,19,122,937,210,12,095,018000
3024,573,12,45,0,0,284,1758,352,12,095,018100
10324,881,73,509,0,913,421,5341,2186,12,095,018200
2368,1252,0,51,0,126,15,508,416,12,095,018300
2782,296,0,86,0,20,21,1381,978,12,095,018400
3560,1872,0,23,0,279,201,1063,122,12,095,018500
5478,2998,8,0,0,687,275,1073,437,12,095,018700
4462,224,0,459,0,105,94,3055,525,12,095,018800
7328,2162,0,333,0,204,232,3397,1000,12,095,018900
0,0,0,0,0,0,0,0,0,12,095,990000
8542,1191,27,92,0,419,363,4456,1994,12,097,040802
1070,221,0,12,0,29,57,491,260,12,097,040801
10463,328,0,398,51,237,116,7639,1694,12,097,040803
6158,194,0,253,0,353,133,2294,2931,12,097,040804
