B01001_001E,B01001B_001E,B01001C_001E,B01001D_001E,B01001E_001E,B01001F_001E,B01001G_001E,B03002_003E,B03002_013E,state,county,tract
4193,2896,26,23,0,116,79,998,55,11,001,007901
3380,845,0,69,0,28,59,2125,254,11,001,008002
3074,1635,0,152,0,70,107,927,183,11,001,008702
2511,2421,0,0,0,13,6,69,2,11,001,009601
4806,3680,35,99,0,68,137,661,126,11,001,009400
7277,3354,11,246,5,1204,375,1850,232,11,001,009501
1630,1571,0,8,0,6,25,0,20,11,001,009906
2955,2916,0,0,0,0,24,15,0,11,001,009907
3256,777,63,328,0,308,204,1314,262,11,001,004902
3246,2538,0,0,0,319,97,253,39,11,001,009509
3071,3052,8,0,0,0,11,0,0,11,001,009803
6334,462,0,470,0,0,102,4881,419,11,001,000300
3355,218,25,312,0,103,136,2250,311,11,001,000702
6186,358,0,78,0,0,181,4992,577,11,001,001500
5879,3912,0,55,0,1264,30,281,337,11,001,001804
3599,1919,0,70,0,442,121,956,91,11,001,002301
3289,1494,0,50,0,778,122,677,168,11,001,002501
5173,3426,37,206,0,233,113,1077,81,11,001,003500
3692,211,0,111,0,120,89,2927,234,11,001,004201
5742,1460,0,343,0,253,171,3339,176,11,001,004400
2061,38,0,76,0,2,121,1766,58,11,001,006600
4404,533,0,181,17,25,90,3351,207,11,001,006700
3423,3101,87,0,0,165,0,70,0,11,001,007408
5342,5263,0,0,0,0,20,59,0,11,001,007502
4530,3927,0,75,0,165,30,302,31,11,001,007603
1968,1385,0,27,0,27,29,455,45,11,001,007903
4065,3293,0,39,0,245,120,238,130,11,001,008904
3680,3177,0,13,31,0,45,220,194,11,001,009000
3474,3120,0,0,11,275,66,2,0,11,001,007406
5807,1363,0,248,0,23,205,3704,264,11,001,007200
1876,1732,0,27,0,52,0,41,24,11,001,007401
2790,2699,0,0,0,43,0,48,0,11,001,007403
4522,3985,36,17,0,105,154,199,26,11,001,007604
3939,3795,29,19,0,23,62,0,11,11,001,007808
2683,436,2,140,0,13,122,1891,79,11,001,008302
4888,4079,0,76,0,56,105,490,82,11,001,009102
3247,2427,0,32,0,6,42,695,45,11,001,009503
2343,2172,24,0,0,19,23,66,39,11,001,009604
2778,1692,0,53,10,126,104,649,144,11,001,008803
3450,1737,0,156,0,73,112,1291,81,11,001,009301
3464,1909,288,141,0,82,47,958,39,11,001,009504
3545,162,0,82,0,271,87,2661,282,11,001,000501
4133,578,0,461,0,0,34,2818,242,11,001,001301
5223,3449,98,40,0,648,164,602,222,11,001,002102
3476,2023,8,27,0,792,94,444,88,11,001,002202
1670,851,0,63,0,102,60,578,16,11,001,002302
4911,2992,0,169,6,154,146,1367,77,11,001,003400
3395,334,0,563,0,10,140,2097,251,11,001,005800
2569,1950,0,30,0,23,18,502,46,11,001,006400
3164,3104,0,0,0,0,0,50,10,11,001,007407
2998,2081,52,10,0,122,119,503,111,11,001,009203
7623,630,0,543,0,387,245,5515,303,11,001,001302
5461,2217,0,218,0,336,76,1744,870,11,001,003700
3913,3637,0,0,0,100,31,145,0,11,001,007304
5110,300,27,270,17,74,180,3909,333,11,001,001100
5172,1163,3,354,0,1122,204,1582,744,11,001,002802
2541,106,8,184,0,147,98,1928,70,11,001,004100
3705,3596,0,11,0,29,42,18,9,11,001,009602
3817,353,6,721,0,62,219,2182,274,11,001,000201
5140,920,37,298,23,175,194,2515,978,11,001,003800
2582,440,0,16,0,0,258,1817,51,11,001,006900
2424,1231,0,66,0,34,27,913,153,11,001,008701
4232,3727,27,9,0,299,44,103,23,11,001,007803
3473,2637,40,36,0,224,149,386,1,11,001,009505
5873,553,54,425,0,124,213,4335,169,11,001,000701
4585,538,0,302,0,41,82,3230,392,11,001,003900
3034,2921,0,8,0,0,105,0,0,11,001,007809
4630,2760,0,502,0,76,120,1078,94,11,001,004701
3320,985,19,230,0,111,143,1685,147,11,001,004702
2071,241,0,147,0,50,110,1348,175,11,001,005001
5860,1380,30,480,17,852,187,2541,373,11,001,005002
3730,1782,0,189,37,49,168,1409,96,11,001,010500
2898,2760,0,0,0,94,41,3,0,11,001,009810
4992,4840,0,0,0,0,114,38,0,11,001,009811
2861,345,0,515,0,70,56,1611,264,11,001,010100
6356,689,0,805,8,74,234,4131,415,11,001,010800
3115,1048,0,121,0,163,90,1352,341,11,001,004901
2760,306,0,5,0,39,78,2129,203,11,001,006500
3279,1982,0,139,0,19,74,957,108,11,001,007100
3055,3055,0,0,0,0,0,0,0,11,001,007708
2297,2155,0,7,0,50,70,15,0,11,001,007807
2240,584,0,25,0,6,112,1367,146,11,001,008402
4463,3067,13,77,0,32,50,1140,84,11,001,008802
4040,3953,0,16,0,39,22,10,0,11,001,009603
2275,2140,14,0,0,34,38,34,15,11,001,009801
2010,1947,0,0,0,6,0,11,46,11,001,009802
2993,2661,0,7,0,187,104,28,6,11,001,009804
3548,282,19,402,0,44,90,2399,312,11,001,001401
4392,3922,0,104,0,184,146,36,0,11,001,007409
2849,817,72,165,0,28,127,1505,135,11,001,010200
4008,1977,0,95,0,952,172,598,214,11,001,010300
4829,4449,0,0,0,16,48,192,124,11,001,010400
2585,963,8,154,15,44,81,1180,140,11,001,002600
3048,120,0,179,0,14,28,2502,205,11,001,004002
6424,411,18,815,0,311,214,4011,644,11,001,005600
3031,1376,0,176,0,66,58,1182,173,11,001,004600
6285,660,87,328,0,278,351,4221,360,11,001,005201
2499,563,0,327,0,78,94,1272,165,11,001,005900
6682,6306,18,25,0,319,14,0,0,11,001,007703
4787,4669,0,0,0,7,61,50,0,11,001,007707
3450,389,6,113,0,95,95,2580,172,11,001,008100
3185,254,0,116,0,12,164,2488,151,11,001,008200
1508,538,5,57,0,8,73,790,37,11,001,008410
2849,2122,18,186,0,31,72,265,155,11,001,008804
3073,1271,5,92,0,94,169,1328,114,11,001,009201
1427,839,0,0,10,46,24,378,130,11,001,009302
2005,1611,0,0,0,95,26,36,237,11,001,009507
2711,2273,0,207,0,6,96,100,29,11,001,009901
2056,1902,0,0,0,12,38,95,9,11,001,009903
2926,2835,0,0,0,16,60,15,0,11,001,009905
4541,296,41,287,14,118,162,3372,251,11,001,000202
1428,43,0,89,0,21,37,1036,202,11,001,000400
7448,553,20,527,0,152,215,5177,804,11,001,000901
2564,104,0,57,0,5,163,1873,362,11,001,000902
3519,194,0,256,0,41,321,2320,387,11,001,001002
5247,338,0,345,0,18,302,3869,375,11,001,001200
3502,1542,66,90,0,953,95,460,296,11,001,002001
3169,1723,36,83,0,381,128,746,72,11,001,002201
6451,2466,0,218,0,1428,320,1478,541,11,001,002502
4424,1106,0,157,0,944,262,1725,230,11,001,002900
3409,1041,34,231,0,670,96,1014,323,11,001,003100
5486,2727,0,277,0,744,68,1441,229,11,001,003200
2308,860,4,122,0,23,78,1129,92,11,001,003302
4076,802,23,151,0,199,114,2435,352,11,001,004300
2605,1699,7,16,0,140,132,364,247,11,001,001902
6183,1222,61,198,0,1156,299,2668,579,11,001,002701
4151,1439,0,127,0,881,169,1157,378,11,001,002801
6901,476,0,634,0,123,108,5148,412,11,001,005500
60,0,0,0,0,0,0,60,0,11,001,006202
3833,3667,0,15,0,0,111,40,0,11,001,007804
3308,813,0,108,0,44,151,2099,93,11,001,008001
2366,233,0,56,0,22,42,1930,83,11,001,008301
