B02001_001E,B02001_002E,state,county,tract,block group
2109,1945,01,097,006501,2
3657,3186,01,003,011403,3
1128,1110,01,133,965600,2
1214,1061,01,075,030100,2
356,142,01,025,957800,1
775,630,01,123,962300,5
708,10,01,087,232000,2
715,715,01,003,011601,3
1538,602,01,097,002900,2
393,159,01,035,960200,1
1170,1140,01,115,040402,2
2218,1359,01,031,011202,3
3372,1718,01,117,030336,2
1327,1143,01,109,189200,2
289,79,01,131,034800,3
1216,1065,01,123,962700,5
1554,538,01,073,011802,5
2354,135,01,097,002100,3
212,18,01,097,002600,1
1982,725,01,005,950200,2
603,120,01,005,950600,1
704,628,01,089,010800,2
1244,1203,01,033,020100,4
762,664,01,033,020400,2
2384,1695,01,033,020500,2
934,629,01,033,020600,1
3022,2585,01,033,020701,2
1223,778,01,033,020701,1
1694,949,01,033,020802,3
1852,1649,01,097,006104,2
622,7,01,097,000600,1
435,139,01,073,011804,3
4573,1280,01,101,005609,1
1232,1149,01,117,030340,1
1546,1273,01,117,030333,1
1425,38,01,085,781100,1
1660,69,01,085,781200,2
998,576,01,055,010401,3
1496,1060,01,117,030316,3
451,437,01,117,030317,2
1628,1463,01,117,030306,2
414,352,01,091,973000,1
1609,547,01,097,001800,1
979,973,01,095,030500,1
1967,1702,01,007,010003,3
2125,2101,01,007,010001,1
807,425,01,007,010004,1
3580,1451,01,007,010004,4
3483,661,01,097,003402,2
1454,1354,01,053,969900,3
1042,577,01,111,000300,2
969,779,01,111,000500,3
1097,780,01,111,000600,2
1244,816,01,111,000400,2
1384,1033,01,073,014002,2
1553,88,01,073,005910,3
1216,949,01,081,042005,2
1421,945,01,051,030702,2
1216,841,01,051,030902,1
846,662,01,129,044100,1
388,75,01,055,011200,2
4142,2908,01,097,006405,3
513,0,01,097,000702,2
1412,530,01,097,003800,1
1898,832,01,097,003203,2
2123,667,01,097,005800,2
1280,84,01,097,002400,2
1596,1326,01,097,007101,1
1121,446,01,101,001600,2
1392,29,01,101,002100,2
1174,0,01,101,002201,4
689,16,01,101,002201,3
1684,193,01,101,002800,3
1168,243,01,101,005403,2
735,92,01,101,005603,2
1166,854,01,101,006000,3
1104,877,01,097,006702,2
3100,2318,01,097,006501,1
2859,2795,01,097,006502,2
2436,1788,01,097,007101,2
2234,2139,01,115,040104,1
1625,718,01,035,960200,2
1073,762,01,035,960500,2
1149,509,01,035,960400,2
3668,2446,01,097,006302,1
795,314,01,097,006402,1
658,638,01,097,007000,1
1446,1156,01,015,001800,3
1068,841,01,015,001800,6
1033,827,01,015,001800,2
2685,2119,01,015,001100,2
1135,1119,01,015,002200,1
1378,856,01,017,954700,2
1050,376,01,017,954000,4
1498,734,01,017,954000,5
900,412,01,017,954000,2
774,712,01,017,954200,1
910,85,01,089,000302,2
935,576,01,089,002502,1
519,519,01,089,002600,2
957,588,01,129,044000,1
1002,73,01,125,011902,2
799,785,01,125,011401,2
958,537,01,101,005407,2
1495,301,01,089,001301,2
2113,1813,01,089,011012,2
851,730,01,003,010701,4
1328,1298,01,077,011603,2
1555,1398,01,077,011802,3
2722,2515,01,077,011101,1
2282,1429,01,103,005106,1
1679,1668,01,133,965600,3
576,512,01,133,965600,4
228,175,01,005,950100,1
1081,628,01,005,950900,1
824,698,01,005,950400,1
1055,379,01,005,950300,2
818,672,01,005,950500,1
1376,1314,01,095,030202,2
1100,1007,01,095,030202,1
1146,1134,01,015,002000,4
1828,1752,01,015,002000,3
1658,1085,01,015,000900,2
1057,843,01,015,000900,3
701,679,01,015,001400,2
1091,981,01,015,002102,1
2052,1967,01,015,002502,3
722,40,01,015,000500,1
584,403,01,067,030200,3
2464,1447,01,089,010624,3
923,562,01,095,030600,1
3001,2818,01,095,031000,1
860,774,01,095,031000,3
2516,2482,01,003,011502,4
3633,3416,01,003,010905,2
4257,4010,01,003,011101,3
2314,2124,01,003,011102,1
882,619,01,025,957602,3
1853,1732,01,115,040402,1
1469,1469,01,115,040401,1
1241,1075,01,115,040205,2
1671,1460,01,115,040204,2
3222,3053,01,115,040106,2
4598,2710,01,097,006404,2
3898,3014,01,097,006302,2
1732,1438,01,031,011202,4
2508,2178,01,083,020201,2
1393,1297,01,083,020202,3
1257,1058,01,097,003606,1
739,0,01,097,003901,2
744,304,01,097,005100,2
913,581,01,101,001800,2
1027,894,01,073,004800,2
1270,1114,01,041,963600,1
1034,636,01,041,963400,1
1926,1290,01,041,963700,2
2015,1981,01,043,964500,3
766,752,01,043,964800,2
855,781,01,043,964200,4
1375,1375,01,043,964200,3
1690,1690,01,043,964200,2
473,367,01,043,964900,3
661,625,01,043,964900,6
1573,1308,01,043,964700,2
965,892,01,069,040500,2
940,57,01,069,041500,3
714,21,01,069,041500,4
2182,1591,01,031,011100,1
611,562,01,031,010200,2
1239,443,01,101,005501,2
1161,425,01,101,005605,1
964,183,01,101,005410,2
1331,949,01,015,001202,1
1379,765,01,015,001201,2
1516,1355,01,117,030608,3
1203,1024,01,117,030332,1
2121,1839,01,117,030217,3
4563,3685,01,117,030216,3
2367,1824,01,117,030213,3
704,320,01,067,030100,2
976,902,01,099,076100,4
1221,328,01,099,075600,1
842,682,01,073,011210,2
775,421,01,073,011104,5
2163,1672,01,073,012907,3
1282,893,01,073,014404,3
2006,653,01,073,012908,3
788,384,01,073,011108,4
561,561,01,073,011108,3
968,325,01,073,005104,2
2126,1250,01,047,956201,1
432,34,01,047,957200,1
797,510,01,047,956202,2
717,124,01,047,956900,2
765,370,01,017,954500,3
1345,833,01,017,954500,1
1700,1340,01,017,953800,2
607,85,01,017,953900,4
656,493,01,017,954600,1
755,462,01,025,957500,1
1445,908,01,089,011100,1
2394,2276,01,073,011705,2
794,227,01,073,012104,2
1169,1090,01,073,011109,1
468,366,01,073,012305,3
779,593,01,073,012304,1
1404,0,01,073,005103,2
996,690,01,129,044300,2
1174,1094,01,129,044000,4
3008,2063,01,073,014203,4
1325,225,01,073,010301,2
963,810,01,073,014406,3
799,64,01,073,011904,1
3127,2975,01,073,012703,1
964,543,01,101,005301,1
486,200,01,017,954300,3
653,17,01,073,003400,2
585,16,01,073,003400,4
500,143,01,073,005500,1
800,10,01,073,005702,1
849,787,01,019,956000,2
1887,1887,01,019,955800,1
1002,831,01,039,962400,1
844,844,01,039,962400,4
963,837,01,079,979700,1
1036,809,01,079,979800,2
702,524,01,039,962600,2
504,434,01,039,963000,2
1868,1632,01,039,961700,3
1309,1187,01,039,962000,1
1617,1519,01,003,010500,3
1898,1733,01,003,011202,3
1285,1245,01,003,010400,1
1200,909,01,021,060401,2
1140,1140,01,021,060200,2
1093,955,01,021,060500,2
981,627,01,021,060101,2
1621,1607,01,073,010801,2
2164,1375,01,073,010803,5
2018,1430,01,083,020600,1
656,134,01,069,040600,1
686,70,01,073,010706,2
1045,231,01,073,010900,6
367,131,01,073,010900,3
1196,336,01,079,979100,1
501,319,01,079,979200,4
774,284,01,079,979200,1
746,570,01,079,979500,1
830,618,01,079,979500,5
856,781,01,079,979300,3
1298,1039,01,079,979600,3
1171,964,01,079,979400,1
6308,4869,01,117,030605,2
1112,836,01,117,030316,2
2057,1835,01,125,010101,1
2346,2052,01,125,010204,1
1600,1459,01,125,010301,2
1278,1148,01,125,010302,2
2430,1680,01,125,010701,1
2338,582,01,125,012405,1
1454,1095,01,125,012503,1
679,105,01,073,001600,2
1357,149,01,073,003900,1
2169,1511,01,073,011205,1
759,109,01,069,040600,2
1823,1617,01,071,950700,4
1167,1160,01,071,951100,2
742,704,01,071,951100,5
864,864,01,055,010200,4
2953,2397,01,115,040104,2
3755,3425,01,115,040501,4
1905,1480,01,073,002306,2
574,574,01,073,010001,3
426,33,01,073,005701,3
613,606,01,077,011700,1
935,935,01,073,010803,4
3025,2535,01,095,030802,5
1651,287,01,025,958002,1
922,648,01,127,020300,3
367,137,01,105,687100,1
646,351,01,105,686800,2
1209,53,01,073,002303,1
400,87,01,073,000100,3
490,172,01,073,000300,3
729,641,01,073,012701,4
3029,1897,01,073,012200,2
938,537,01,077,011000,4
737,264,01,051,031200,1
3649,2322,01,051,031000,2
2302,1795,01,051,031100,2
2597,2105,01,069,040800,1
1351,607,01,069,041400,2
3145,2686,01,069,042100,2
1595,1497,01,069,042100,1
1727,1370,01,031,011000,2
1468,1319,01,031,010100,2
3622,2283,01,073,012002,4
1357,1075,01,073,012002,2
1344,26,01,125,012800,1
7397,6341,01,125,011200,1
632,382,01,073,010705,2
1587,1297,01,073,011206,2
2005,50,01,073,013400,2
1153,749,01,113,030901,1
873,505,01,073,013902,2
1667,1333,01,021,060402,4
388,0,01,073,000700,1
1136,0,01,073,001100,5
735,605,01,125,012000,2
735,630,01,113,031200,2
1974,1764,01,019,955900,1
877,820,01,019,956100,2
2200,1840,01,003,010705,2
1436,1036,01,003,010200,1
3182,2837,01,003,011201,1
3720,3540,01,003,011401,4
1951,1591,01,003,011000,1
577,146,01,003,010100,1
2315,994,01,125,012303,3
1891,1316,01,125,012502,2
327,0,01,101,005102,1
440,263,01,101,001400,4
495,288,01,101,000500,2
890,434,01,101,001600,1
1218,233,01,089,000602,1
4330,3444,01,089,002802,1
677,608,01,089,002000,3
1038,996,01,089,001801,2
2701,2296,01,089,010902,2
1656,1638,01,009,050400,2
703,206,01,097,002600,2
2623,366,01,097,003404,1
902,0,01,097,000701,3
569,13,01,097,001400,2
1130,77,01,097,002301,2
398,298,01,097,002502,2
1133,1044,01,095,030802,3
2422,2283,01,095,030902,2
2036,1871,01,095,030300,4
801,725,01,095,030300,1
1718,1634,01,095,030201,1
1168,141,01,013,953100,2
725,0,01,097,003602,2
1959,310,01,011,952200,3
1788,577,01,015,000200,2
498,489,01,015,002300,2
1768,1343,01,069,040202,4
1268,1042,01,019,955701,1
1352,888,01,129,044100,2
2410,1953,01,081,040902,2
2829,2191,01,117,030607,2
1079,527,01,011,952500,1
939,468,01,099,075700,2
696,222,01,099,075800,2
918,101,01,105,687000,5
1165,1133,01,077,011102,4
348,278,01,073,011901,2
144,100,01,073,011901,3
2467,987,01,073,012913,2
1996,1913,01,073,011302,3
3417,2918,01,073,011110,3
2227,1893,01,073,011001,3
954,888,01,073,012802,2
2126,2061,01,073,012911,1
872,872,01,073,012911,2
1754,1517,01,073,012803,2
1468,1411,01,093,964200,1
597,582,01,093,964000,4
2104,1381,01,125,012502,3
931,910,01,075,030200,1
700,700,01,075,030200,4
960,0,01,073,005200,3
665,0,01,073,005200,2
340,41,01,073,010100,1
949,924,01,043,965000,3
619,593,01,043,965000,4
874,837,01,043,965700,1
1135,1135,01,043,965600,2
2370,2308,01,043,964400,2
1621,1510,01,043,964600,1
1670,1540,01,043,965300,3
4326,3647,01,125,010602,2
1119,1086,01,125,010702,2
989,941,01,103,005404,2
2407,1974,01,103,005301,2
1073,217,01,089,002100,1
2311,2174,01,089,010200,1
3354,3121,01,089,010401,1
2376,1795,01,089,010702,3
3005,2137,01,089,011014,1
1280,182,01,089,000502,2
1170,0,01,089,001200,3
891,108,01,055,000300,3
716,590,01,055,000400,4
1436,705,01,073,005302,1
2862,2560,01,083,020402,2
2033,1843,01,117,030303,1
1117,712,01,121,011600,1
2070,1408,01,121,011700,3
1799,1517,01,121,011300,1
1330,1032,01,121,011300,4
2093,1848,01,121,011500,2
1537,9,01,073,003600,4
728,40,01,073,003600,3
1000,58,01,073,003803,2
1232,126,01,073,005200,1
1407,1284,01,103,005405,3
520,402,01,103,000400,2
890,660,01,103,005200,3
790,772,01,103,005200,4
1157,1094,01,043,965200,1
1379,1350,01,043,964300,4
528,326,01,027,959200,2
1095,919,01,027,958900,4
952,654,01,027,958900,2
821,562,01,103,000200,2
1840,1099,01,103,001000,1
1481,1428,01,103,005500,2
2655,2564,01,073,014203,2
951,53,01,101,002900,1
1513,579,01,101,003301,2
444,86,01,101,003301,1
843,189,01,089,000701,3
1218,557,01,001,020200,2
634,497,01,001,021000,1
1146,540,01,055,001300,3
2330,2060,01,089,002911,1
2579,1349,01,089,003100,2
1043,392,01,089,003000,1
216,198,01,045,020000,1
1663,803,01,045,020801,1
504,338,01,045,020802,2
984,496,01,045,020802,4
2335,2056,01,073,014409,1
2076,2076,01,073,014413,3
2074,1909,01,073,012914,1
1311,1199,01,073,012915,2
1131,1060,01,073,014001,3
1420,1342,01,055,011001,1
2648,241,01,073,005909,1
578,532,01,075,030000,4
839,600,01,075,030100,6
868,842,01,075,030100,3
763,639,01,075,030100,5
1912,1769,01,029,959500,2
930,141,01,047,956600,2
813,735,01,013,953300,2
1672,340,01,013,953400,1
768,451,01,063,060100,5
2564,2456,01,117,030336,1
2644,2218,01,117,030334,1
1230,1184,01,117,030704,3
1887,1361,01,117,030337,1
1822,1215,01,117,030314,2
2739,1410,01,109,189100,4
702,586,01,109,188600,2
3234,1313,01,109,188900,2
1631,892,01,109,188700,1
1007,64,01,105,687100,4
1185,701,01,073,004902,2
1062,996,01,055,011002,3
1905,1905,01,055,010601,1
906,0,01,047,956400,3
1762,1739,01,003,011602,4
1715,1461,01,103,005101,3
1355,1229,01,117,030406,1
1941,1410,01,097,003709,1
1184,1125,01,015,002600,3
1469,8,01,015,000400,3
1396,727,01,015,001000,2
1548,1113,01,015,001000,1
1561,830,01,015,002103,1
3300,2858,01,015,002501,3
1266,815,01,015,001600,3
2096,1587,01,015,002101,2
2290,1379,01,089,011022,2
5392,3393,01,089,011200,3
498,467,01,089,011300,3
2301,2048,01,089,000901,1
618,535,01,089,001000,4
1258,676,01,055,001300,2
698,394,01,055,001200,1
821,701,01,055,001200,3
1108,1046,01,055,010300,3
906,858,01,117,030103,1
3329,545,01,073,011207,2
1245,433,01,073,010900,4
591,552,01,073,012905,3
3196,2316,01,073,010704,1
2056,1864,01,089,010800,4
2552,1074,01,089,010502,1
633,157,01,089,000202,2
691,401,01,089,002200,2
1533,1275,01,045,020400,1
896,362,01,053,970700,4
733,386,01,053,970700,3
1022,689,01,053,969800,1
727,0,01,053,970200,1
2477,1761,01,053,970300,1
1069,839,01,127,021500,3
1259,1259,01,127,020900,1
1027,956,01,077,010200,2
506,8,01,077,010300,2
781,609,01,077,010600,2
914,600,01,077,011000,1
679,430,01,083,021000,2
824,721,01,083,020401,2
915,858,01,083,020300,3
7535,5648,01,083,021200,1
5263,3289,01,083,021200,2
2175,2001,01,083,020802,3
949,622,01,083,021100,3
3745,2025,01,083,020801,3
895,841,01,071,950100,3
915,872,01,071,951000,1
1308,1184,01,071,950500,1
1481,1225,01,071,950800,4
288,209,01,129,043900,1
909,138,01,129,044200,2
862,0,01,097,007500,1
2084,1445,01,089,002721,2
2228,1728,01,089,010100,2
1282,851,01,033,020200,1
1685,1082,01,033,020801,2
344,293,01,033,021000,3
1567,660,01,113,030401,4
2275,1564,01,113,030901,2
1177,797,01,111,000400,4
902,902,01,111,000200,2
2573,2396,01,073,011111,3
3284,888,01,073,014105,1
434,415,01,095,030401,3
1530,1472,01,095,030401,5
1760,1310,01,095,030701,1
888,549,01,109,189300,3
683,17,01,109,189000,3
2636,1992,01,109,189000,2
927,651,01,109,189100,3
502,229,01,073,011002,2
1529,1288,01,127,021800,2
1336,1270,01,127,021800,3
448,84,01,101,000400,2
603,147,01,101,000400,4
635,474,01,101,001700,2
897,510,01,101,001700,1
624,252,01,101,002500,2
730,0,01,101,003000,3
776,0,01,101,005902,2
1088,536,01,101,001500,1
814,717,01,101,001900,1
1577,1469,01,089,010302,1
974,308,01,089,000503,2
741,200,01,089,000601,1
1704,1476,01,089,002921,2
779,721,01,089,001901,1
1148,1050,01,089,002701,2
1284,1227,01,029,959600,2
1461,1451,01,029,959800,1
1301,1131,01,029,959700,3
2354,1749,01,025,957901,2
1593,992,01,025,957800,2
425,37,01,025,957800,4
596,392,01,101,005700,1
588,201,01,101,005901,5
101,0,01,101,000300,2
1220,676,01,101,005302,2
1314,426,01,101,005402,4
1517,1483,01,061,050600,3
835,420,01,045,020700,2
2179,1301,01,045,021101,2
812,602,01,045,021102,1
864,476,01,045,021102,2
1448,787,01,065,040100,1
2358,2025,01,097,005400,2
887,586,01,089,001500,3
766,761,01,089,001700,1
1461,700,01,089,002501,1
2744,2119,01,089,010302,2
558,252,01,065,040500,2
775,54,01,065,040400,2
759,391,01,065,040400,5
1403,472,01,055,000200,3
1894,1187,01,089,011021,2
699,50,01,037,961000,1
746,84,01,101,005101,3
1547,65,01,087,231602,1
623,45,01,073,005101,3
1034,0,01,073,000500,2
3801,3351,01,069,040201,3
1368,1305,01,093,964700,2
1464,721,01,101,002600,5
724,366,01,025,957700,2
823,760,01,057,020300,2
608,440,01,057,020300,4
1430,1398,01,015,001500,3
2059,979,01,015,001700,2
583,92,01,123,962000,4
847,547,01,123,962300,2
1740,1003,01,123,962300,4
901,868,01,123,962501,3
1201,536,01,123,962400,3
797,537,01,087,231500,2
912,5,01,087,231900,2
600,0,01,087,232100,2
648,0,01,087,231800,1
1436,367,01,087,232200,1
787,28,01,087,232300,1
2098,1883,01,001,020801,2
4194,3591,01,001,020802,2
2189,2087,01,073,010805,4
2343,2195,01,073,012906,2
2583,2187,01,089,010800,1
2150,1568,01,001,020500,1
653,575,01,001,020400,1
2555,1869,01,001,020600,1
1805,1538,01,001,020700,2
592,212,01,001,021100,2
1458,1287,01,055,011100,2
1466,1017,01,049,960600,1
871,860,01,049,960200,1
683,507,01,073,004901,2
426,74,01,097,007400,4
2236,180,01,131,034800,1
1020,528,01,131,034800,4
761,247,01,119,011400,2
2169,1750,01,051,030901,2
5707,4655,01,051,030701,2
1111,980,01,123,962400,1
1015,873,01,123,962502,2
1029,203,01,123,962700,6
885,541,01,123,962700,4
2166,824,01,123,962100,3
1310,1288,01,043,965402,2
1965,1755,01,043,965401,2
3317,2800,01,117,030344,1
2536,1533,01,117,030341,1
1622,1412,01,097,006600,4
1566,1566,01,097,006600,3
1659,53,01,011,952100,1
1473,1408,01,093,964400,1
947,844,01,093,964400,2
1910,1573,01,093,964300,3
1042,1011,01,093,964100,3
590,536,01,093,964600,3
2290,735,01,047,956100,4
760,324,01,047,957100,2
1155,0,01,047,957300,3
668,0,01,047,957300,2
4418,2573,01,081,042004,3
2370,1929,01,097,006102,1
1509,1460,01,045,020200,2
620,248,01,045,020500,2
1306,1084,01,045,021300,1
647,519,01,045,021300,3
1453,831,01,045,021200,1
1752,1716,01,045,020100,2
817,560,01,097,007300,2
1336,643,01,101,005503,2
1679,1318,01,101,005608,2
936,56,01,101,005606,3
746,181,01,101,005606,2
2163,995,01,101,005408,3
1960,1668,01,101,005408,2
2086,1927,01,073,011107,3
1684,1326,01,121,010302,1
1228,675,01,121,010201,2
1407,1253,01,117,030703,2
1375,1302,01,073,012803,4
447,218,01,091,973300,1
618,320,01,091,973100,1
529,156,01,091,973000,5
1075,1024,01,049,960400,1
971,971,01,049,960400,3
1516,1505,01,049,960500,1
1000,914,01,049,960500,3
989,669,01,049,960800,1
532,43,01,097,004900,1
652,43,01,047,956500,2
1247,128,01,047,956400,2
582,361,01,091,973400,2
1265,807,01,091,973400,1
1519,668,01,091,972900,3
1084,76,01,091,972900,4
1661,1486,01,103,005303,1
1346,664,01,103,000900,3
2006,1114,01,069,040302,2
561,391,01,125,011901,2
3239,3072,01,009,050601,1
2182,2107,01,009,050602,5
563,437,01,009,050602,3
2216,921,01,073,005903,1
1202,371,01,073,005905,1
962,893,01,049,961100,2
1023,1008,01,127,021400,4
1289,1225,01,127,021900,1
336,195,01,127,020800,5
2204,2078,01,127,020800,4
1536,1266,01,127,021700,3
823,770,01,127,021700,1
1245,867,01,013,952800,1
1157,679,01,097,001001,2
1718,1599,01,055,010200,1
1951,1836,01,055,010800,2
2016,1980,01,077,011604,3
994,994,01,077,011801,1
1160,1092,01,103,005702,4
1425,1289,01,103,005108,3
1815,1220,01,103,005109,2
3525,3299,01,103,005304,2
1333,567,01,015,000700,2
628,628,01,133,965700,1
1483,867,01,089,001402,3
1867,889,01,089,001402,2
2220,355,01,089,000403,1
3374,2276,01,121,010101,1
1928,1499,01,121,010102,2
1914,1369,01,097,006801,3
2939,1698,01,097,005700,3
836,744,01,049,961000,1
1011,819,01,049,960100,2
755,755,01,049,960100,5
1315,1116,01,049,960700,3
849,795,01,127,020400,3
503,155,01,127,020400,2
646,407,01,107,050300,1
1792,1690,01,059,973700,2
1790,1744,01,059,973700,1
1806,836,01,081,041100,4
1827,1584,01,081,042002,2
915,130,01,073,000400,3
495,0,01,073,003500,2
1281,46,01,073,003700,4
1048,69,01,073,003700,3
1303,1087,01,073,004701,3
954,953,01,073,005600,1
476,476,01,073,011107,2
1109,15,01,073,013300,3
757,0,01,073,013801,3
1243,736,01,023,956800,5
477,477,01,023,956800,4
1371,1250,01,023,956900,2
330,180,01,023,956900,3
1218,77,01,023,956700,1
2270,2184,01,009,050700,2
2376,2338,01,009,050700,1
699,637,01,067,030300,1
1214,494,01,067,030500,2
997,5,01,097,001501,1
2018,857,01,097,002900,3
899,585,01,097,003605,1
1404,1069,01,097,006200,2
3921,1997,01,097,006901,2
826,0,01,097,004000,2
2078,383,01,035,960600,3
1368,1301,01,127,021000,2
448,402,01,055,000600,3
555,166,01,055,001600,2
1083,399,01,055,000300,1
2910,2519,01,097,005600,1
3558,2815,01,097,006000,3
1803,1181,01,097,006403,1
378,0,01,097,000401,3
395,0,01,097,000500,2
1756,954,01,097,001901,2
1639,362,01,097,001902,1
1455,1455,01,077,011400,1
1172,864,01,077,011501,5
728,418,01,077,011501,1
1561,1277,01,077,010900,1
1388,1060,01,077,010900,5
3381,2123,01,069,040900,2
742,701,01,069,040400,2
4223,3578,01,069,040201,1
1726,1139,01,115,040203,3
1399,1290,01,125,010102,2
1046,827,01,107,050400,1
562,332,01,107,050400,4
608,233,01,107,050100,2
1225,476,01,107,050100,4
963,649,01,073,011802,1
875,153,01,073,012103,5
1760,0,01,073,013100,1
288,9,01,073,001200,3
3851,2090,01,073,004500,1
3141,2368,01,083,020900,1
1380,1380,01,073,010702,3
2280,552,01,073,011209,1
987,721,01,021,060102,2
2712,2316,01,021,060102,5
1529,1477,01,021,060600,1
834,818,01,021,060700,2
1646,573,01,073,010001,1
1030,915,01,039,961600,4
1597,1564,01,039,961600,1
663,261,01,039,962700,2
1053,1007,01,039,962800,2
742,742,01,039,962300,3
1807,1781,01,039,962300,2
665,351,01,039,962100,1
497,497,01,125,010103,4
2323,2041,01,125,010103,3
2340,1387,01,125,012403,2
1319,897,01,125,010803,2
1676,847,01,121,011400,2
790,484,01,121,011800,2
1493,164,01,121,010600,1
883,416,01,121,012000,3
1185,684,01,121,011900,1
2608,1766,01,051,030800,3
1075,848,01,051,031300,2
1572,1473,01,051,030400,2
589,589,01,051,030400,4
1881,1494,01,051,030500,2
1446,1191,01,051,030300,1
710,574,01,127,021100,4
428,428,01,127,021200,1
853,815,01,127,021500,4
1113,87,01,101,001000,2
159,0,01,101,001200,1
1060,0,01,101,002202,1
1453,22,01,101,003100,2
2096,1168,01,101,005406,2
423,386,01,101,005406,1
574,357,01,101,005604,2
1029,735,01,101,005800,3
1544,1359,01,061,050400,1
642,616,01,061,050400,3
929,913,01,061,050100,2
1270,428,01,073,002100,1
651,258,01,073,002100,2
1286,1223,01,097,007103,1
1057,971,01,061,050200,2
2758,1787,01,049,960700,1
474,163,01,053,970600,3
1381,989,01,053,970100,3
2534,853,01,053,970400,2
833,0,01,097,000402,1
2450,2289,01,069,040202,2
1124,406,01,069,041200,2
575,550,01,027,959000,3
458,454,01,027,959100,1
1400,863,01,031,011300,2
1836,1806,01,073,012905,2
569,80,01,073,003001,4
708,58,01,073,001902,1
1615,1423,01,125,010407,2
2617,2386,01,125,010601,2
1930,1144,01,125,012305,2
1480,500,01,125,012404,1
2892,2859,01,125,010202,1
1790,1598,01,125,010406,2
1302,58,01,073,002400,1
603,206,01,073,002400,3
1612,17,01,073,003002,3
572,0,01,073,003300,1
687,28,01,073,004200,3
764,143,01,073,005908,3
1189,304,01,073,010200,1
