B01001_001E,B01001B_001E,B01001C_001E,B01001D_001E,B01001E_001E,B01001F_001E,B01001G_001E,B03002_003E,B03002_013E,state,county,tract
3741,560,5,52,0,298,296,2385,145,09,011,870502
2026,6,0,90,0,53,3,1744,130,09,011,870701
1665,21,0,58,0,13,105,1416,52,09,011,870703
3769,26,0,0,0,0,126,3569,48,09,011,870704
4575,8,0,138,0,11,39,4314,65,09,013,526101
4947,16,0,57,0,32,58,4749,35,09,013,526102
3630,16,13,67,0,6,122,3299,107,09,013,890201
5262,58,0,12,0,27,182,4879,104,09,013,890202
2739,339,41,62,0,21,239,1738,299,09,011,980000
0,0,0,0,0,0,0,0,0,09,011,990100
5454,36,43,348,0,0,398,4523,106,09,011,709200
2553,484,9,107,23,401,178,985,366,09,011,690500
1219,238,0,0,0,42,174,481,284,09,011,690700
4755,94,0,551,0,158,176,3668,108,09,011,696200
2921,330,31,29,0,66,294,2056,115,09,011,696500
2329,0,17,11,0,18,88,2092,103,09,015,815000
1861,6,13,7,0,11,51,1736,37,09,015,820000
7813,0,0,37,0,0,100,7485,191,09,015,901100
7138,43,0,0,0,0,309,6695,91,09,015,904100
4085,45,0,56,0,51,51,3748,134,09,015,904400
8243,192,14,197,0,26,220,7534,60,09,015,905100
1653,0,0,1,0,23,10,1578,41,09,015,825000
4748,98,40,0,0,0,122,4419,69,09,015,907100
4833,173,0,83,0,89,184,4217,87,09,015,907300
3315,256,0,147,0,770,167,1661,314,09,011,690800
5551,242,0,22,0,40,207,4840,200,09,011,693300
4666,38,29,270,0,20,294,3972,43,09,011,700100
3514,748,82,39,0,910,169,189,1377,09,003,504500
2085,617,15,96,0,175,46,662,474,09,003,510100
2987,163,0,469,0,29,71,2059,196,09,003,417400
7294,150,47,170,0,227,68,6230,402,09,003,405800
4917,545,43,0,0,1084,210,925,2110,09,003,416100
1500,189,0,146,0,32,77,684,372,09,003,417200
4721,122,300,34,0,291,134,3760,80,09,003,420500
3620,37,0,33,0,29,90,3156,275,09,003,420700
4492,175,0,71,0,180,42,3739,285,09,003,430100
4458,18,0,129,0,94,46,4089,82,09,003,430203
3585,0,0,34,0,0,49,3463,39,09,003,430301
6904,56,0,5,0,55,189,6448,151,09,007,680100
2583,731,0,241,0,216,112,909,374,09,007,541100
5087,581,0,330,0,21,202,3554,399,09,007,541200
6396,911,48,743,0,67,242,3971,414,09,007,541300
3414,440,0,569,0,36,127,2105,137,09,007,541500
5356,72,0,145,0,0,45,4731,363,09,007,670200
1612,131,0,34,0,6,62,1370,9,09,007,542200
6741,792,0,122,0,488,208,4784,347,09,013,530200
5761,352,0,622,0,2,157,4404,224,09,013,881500
3871,58,0,20,0,0,88,3653,52,09,013,890100
3409,845,0,59,0,59,76,1919,451,09,009,125400
3514,381,0,569,0,209,145,1895,315,09,009,140100
935,420,0,0,0,159,23,236,97,09,009,140200
6036,4831,0,25,0,468,133,171,408,09,009,141500
5045,2845,18,223,0,504,226,957,272,09,009,141600
4667,882,0,891,0,358,233,1888,415,09,009,141800
7025,91,0,370,0,82,188,6211,83,09,009,343300
3295,18,0,59,0,10,143,3010,55,09,009,190303
7713,18,0,254,0,16,190,7040,195,09,009,194201
6115,113,0,42,0,0,68,5746,146,09,009,341100
4943,66,17,193,0,157,117,4351,42,09,009,344100
2718,11,0,252,0,58,28,2289,80,09,009,344200
6342,780,0,314,0,100,462,4211,475,09,009,345300
6446,171,0,97,0,139,792,4809,438,09,009,345400
5944,381,0,0,0,53,91,5136,283,09,009,347100
3688,416,0,285,0,46,406,2322,213,09,011,702400
2217,3,0,0,0,12,16,2095,91,09,011,702900
5242,96,21,91,0,1,418,4520,95,09,011,707100
6475,1486,43,63,0,1744,377,1650,1112,09,011,690300
4886,293,0,3,0,241,521,3639,189,09,011,690900
4016,50,10,244,0,172,178,3233,129,09,011,693400
3428,212,0,21,0,23,61,3056,55,09,011,693500
2903,10,5,22,0,23,96,2616,131,09,005,296100
2015,34,0,4,0,8,0,1828,141,09,005,300400
4613,83,0,341,0,70,198,3663,258,09,003,487201
1518,92,5,157,0,57,66,1082,59,09,009,142200
6149,1698,28,104,0,1294,451,1458,1116,09,009,142601
4554,40,0,264,0,2,26,3974,248,09,009,150700
3232,70,0,161,0,0,43,2731,227,09,009,151200
7740,2548,0,690,0,251,319,2181,1751,09,009,154100
4789,903,0,292,0,537,142,2529,386,09,009,154600
3317,67,0,278,0,14,0,2899,59,09,009,157300
3792,134,0,26,0,15,106,3430,81,09,009,347200
6862,288,0,117,0,0,30,6222,205,09,009,346101
2805,521,31,58,0,324,28,1291,552,09,009,352701
4453,75,0,84,0,12,23,4179,80,09,009,361300
3340,0,0,69,0,5,16,3196,54,09,009,184400
5145,2373,14,0,0,1042,121,618,977,09,009,140600
3857,2300,10,62,0,630,166,445,244,09,009,140800
4125,1042,25,129,0,548,136,2036,209,09,009,165100
4234,1216,0,202,0,41,95,2388,292,09,009,165802
7978,878,0,457,0,24,114,6010,495,09,009,165900
6795,902,0,633,0,363,291,4417,189,09,009,166001
4966,852,33,5,0,165,105,2969,837,09,009,171600
4410,67,0,406,0,26,57,3406,448,09,009,175300
4928,111,10,96,0,11,64,4516,120,09,009,175600
5924,15,0,147,0,0,0,5530,232,09,009,176000
7163,602,24,346,0,331,16,5292,552,09,009,345100
3049,1069,30,12,0,817,90,264,767,09,009,350200
3284,673,0,100,0,29,98,1560,824,09,009,352500
5453,236,0,162,10,19,91,4480,455,09,009,361200
2221,827,0,3,0,94,153,590,554,09,009,350900
1784,627,0,0,0,291,90,176,600,09,009,350300
3956,982,44,142,0,359,196,986,1247,09,009,351000
2977,994,0,0,0,21,64,968,930,09,009,352300
6746,175,0,0,0,408,122,5977,64,09,009,361100
5845,404,14,151,0,198,57,4235,786,09,009,171100
2564,46,0,234,0,2,173,2092,17,09,009,157100
4456,2427,38,126,0,260,109,1295,201,09,009,140900
3017,1221,0,259,0,67,91,1200,179,09,009,141100
2894,213,0,435,0,139,56,1946,105,09,009,142000
5504,68,0,406,0,0,201,4473,356,09,009,161100
5768,1710,0,797,0,262,30,2635,334,09,009,165801
5845,132,0,417,17,155,269,4657,198,09,001,205300
899,387,28,10,0,63,23,318,70,09,001,211100
5056,45,0,55,0,207,98,4507,144,09,001,220200
2897,1,0,2,0,3,55,2752,84,09,003,430302
3513,1191,9,184,0,251,150,981,747,09,003,511300
2927,1866,19,0,0,301,170,143,428,09,003,501200
6211,918,0,9,0,2864,170,867,1383,09,003,502400
3528,131,0,367,0,75,84,2796,75,09,003,520201
4095,26,0,287,0,2,29,3642,109,09,003,520202
7061,41,0,100,0,29,138,6485,268,09,003,400300
4428,174,0,108,0,40,145,3752,209,09,003,406002
6732,532,0,293,154,261,319,2989,2184,09,003,416700
3685,37,4,235,0,21,84,3026,278,09,003,460302
5320,259,0,129,0,36,118,4530,248,09,003,464101
4537,71,0,101,0,3,0,4143,219,09,003,466101
5272,1620,0,272,0,49,154,3073,104,09,003,471400
8722,1432,17,317,0,574,272,5892,218,09,003,477102
2239,40,0,79,0,0,43,2041,36,09,003,480900
8133,237,0,2042,0,87,327,5317,123,09,003,490302
3366,207,0,96,0,42,69,2842,110,09,003,492500
4548,247,14,153,0,403,274,3265,192,09,003,494500
2722,44,0,311,0,87,22,2186,72,09,003,496600
3173,312,0,352,0,305,220,1514,470,09,003,496800
4268,146,1,350,0,326,174,3062,209,09,009,184200
2736,0,0,0,0,0,36,2690,10,09,009,184600
3273,101,0,0,0,95,30,2857,190,09,009,190100
6938,18,0,367,36,0,122,6033,362,09,009,190301
5198,163,0,163,0,0,116,4669,87,09,009,190302
7375,404,0,145,0,622,214,5728,262,09,009,345201
4151,27,0,309,0,12,37,3579,187,09,009,175800
5893,28,0,315,0,1191,72,3802,485,09,009,180200
3784,70,0,10,0,0,127,3382,195,09,009,180602
5069,26,0,44,0,0,0,4930,69,09,009,194100
2227,275,0,21,0,854,195,294,588,09,009,350500
3711,1158,0,249,0,460,257,877,710,09,009,351100
2682,13,6,40,0,46,41,2506,30,09,009,348111
3847,618,14,254,0,486,127,1007,1341,09,009,350100
4210,1267,10,0,0,754,162,801,1216,09,009,351200
2459,154,5,122,0,219,155,1595,209,09,009,351900
4787,1035,0,198,0,180,181,2509,684,09,009,352600
2435,106,0,6,0,97,86,1857,283,09,005,310801
4654,21,35,49,0,9,253,4212,75,09,005,425400
2148,42,0,48,0,110,78,1802,68,09,005,253300
1302,9,0,23,0,0,17,1169,84,09,005,263200
2348,33,0,38,0,1,54,2172,50,09,005,300100
2288,0,0,14,0,4,14,2213,43,09,005,303100
3871,124,0,42,0,8,19,3576,102,09,005,310700
5005,27,0,29,0,1,21,4857,70,09,005,349100
3499,337,0,18,0,130,107,2695,212,09,005,360300
4183,167,0,0,0,141,107,3556,212,09,005,425300
6105,50,0,76,0,41,310,5450,178,09,005,253500
3472,42,0,70,0,85,42,3197,36,09,005,267100
3732,65,0,129,0,0,193,3311,34,09,005,310601
2319,74,0,116,0,169,0,1908,52,09,005,310400
6357,146,30,22,0,105,31,5917,106,09,005,320100
2618,12,0,0,0,6,12,2440,148,09,005,349200
1984,12,0,12,0,22,8,1789,141,09,005,310500
3452,34,0,68,0,11,80,3240,19,09,005,342100
2945,76,0,1,0,14,89,2628,137,09,005,425500
6128,0,0,53,0,52,193,5344,486,09,005,253400
6642,19,0,469,0,94,62,5467,531,09,005,253200
2661,23,0,0,0,0,22,2588,28,09,005,298400
5639,515,9,212,0,1582,248,1864,1209,09,001,210701
4430,282,38,59,0,1255,70,1757,969,09,001,210702
4190,107,0,96,0,73,142,3723,49,09,001,230501
4802,222,10,8,0,88,105,4023,346,09,001,230502
3931,2093,14,1,0,478,180,675,490,09,001,257200
0,0,0,0,0,0,0,0,0,09,001,990000
3377,60,0,81,0,65,329,2555,287,09,003,405401
3951,333,24,392,22,279,373,2472,56,09,003,405402
5322,15,0,97,0,0,56,5048,106,09,003,410101
6022,1508,0,119,0,438,97,1855,2005,09,003,415400
2945,481,10,69,0,304,26,1545,510,09,003,415700
4910,804,0,0,0,170,164,2132,1640,09,003,416500
3283,59,13,192,0,134,39,2820,26,09,003,420400
5110,38,0,713,0,37,26,4256,40,09,003,462201
6500,3955,20,36,0,57,61,2167,204,09,003,473100
2762,0,0,94,0,34,20,2574,40,09,003,476200
2401,168,0,120,0,48,124,1806,135,09,003,480700
3884,86,0,0,0,23,136,3361,278,09,003,481100
4097,333,0,68,0,64,178,3317,137,09,003,481200
1581,49,0,203,0,7,0,1291,31,09,003,487300
3191,123,0,44,0,305,158,2421,140,09,003,405100
4199,384,150,21,0,332,176,2583,553,09,003,406001
1462,180,0,0,0,45,96,710,431,09,003,415900
1661,274,0,4,0,180,6,267,930,09,003,417100
6765,103,0,0,0,8,0,6314,340,09,003,430500
3933,91,0,241,0,2,110,3453,36,09,003,430602
4986,91,0,369,0,30,33,4355,108,09,003,464102
1949,7,0,83,0,7,84,1726,42,09,001,230200
2840,26,0,59,0,20,137,2588,10,09,011,696300
6896,220,0,118,0,0,201,6072,285,09,011,701200
3557,13,0,64,0,0,51,3419,10,09,011,705200
4272,11,12,79,0,24,84,4025,37,09,011,710100
2567,68,0,23,0,0,125,2338,13,09,011,713100
7256,31,0,113,0,30,96,6849,137,09,011,870100
2910,50,0,55,0,38,129,2607,31,09,011,693600
2469,40,0,12,0,1,44,2330,42,09,011,650100
3147,100,40,193,0,54,110,2556,94,09,011,693700
4351,467,0,162,0,479,320,2298,625,09,011,702500
4347,203,54,771,0,69,149,2817,284,09,011,696600
4291,274,0,159,0,84,119,3451,204,09,011,702100
2445,26,3,145,0,118,139,1903,111,09,011,702300
4412,423,0,416,0,409,361,2425,378,09,011,702800
2676,80,18,15,0,15,21,2427,100,09,011,705400
4101,153,0,228,0,0,150,3086,484,09,009,150300
2271,227,0,57,0,28,65,1835,59,09,009,165300
6160,159,0,0,0,1,99,5638,263,09,009,346102
3911,66,0,339,0,18,103,3354,31,09,009,343102
2481,284,34,58,0,83,38,1426,558,09,009,170600
5453,1040,38,293,12,708,559,1684,1119,09,009,351300
6910,91,0,132,0,345,80,6097,165,09,009,167300
2323,100,0,0,0,134,3,1936,150,09,009,180300
4728,1013,36,257,0,130,207,2914,171,09,009,165400
3210,77,0,90,0,131,26,2445,441,09,009,175100
4051,1676,0,263,25,324,160,1070,533,09,009,140700
3877,112,0,29,0,36,73,3383,244,09,009,150900
7998,17,14,298,0,28,18,7548,75,09,005,360200
1700,125,0,18,0,17,58,1137,345,09,005,310300
4441,70,118,76,0,0,69,4066,42,09,005,320200
4681,69,30,42,0,197,0,4168,175,09,005,360100
